loss,best_loss,timepoint,iteration,tuna
24976.82256,24976.82256,6.819271326,1,optuna
29368.00415,24976.82256,11.54708266,2,optuna
30907.01024,24976.82256,16.98654842,3,optuna
38014.57041,24976.82256,20.67147446,4,optuna
29450.31842,24976.82256,25.15506983,5,optuna
26414.50476,24976.82256,32.05014181,6,optuna
28470.81862,24976.82256,36.37509298,7,optuna
31563.7463,24976.82256,44.34391403,8,optuna
30631.9309,24976.82256,51.50325727,9,optuna
30969.30717,24976.82256,62.157758,10,optuna
72570.11894,24976.82256,68.6647141,11,optuna
23972.93437,23972.93437,75.45294309,12,optuna
24486.16318,23972.93437,82.21840477,13,optuna
22262.14995,22262.14995,86.79721951,14,optuna
22830.04932,22262.14995,91.56344056,15,optuna
30905.19005,22262.14995,98.79736757,16,optuna
33149.76717,22262.14995,107.844038,17,optuna
29885.34031,22262.14995,113.296798,18,optuna
22682.54612,22262.14995,122.3442492,19,optuna
26261.89024,22262.14995,127.9463499,20,optuna
25806.85511,22262.14995,138.0153561,21,optuna
22459.27136,22262.14995,143.8595154,22,optuna
22520.67099,22262.14995,148.6899152,23,optuna
23661.58034,22262.14995,155.2118785,24,optuna
24708.21655,22262.14995,159.57794,25,optuna
25801.90471,22262.14995,167.2965758,26,optuna
23179.22567,22262.14995,172.2102621,27,optuna
28573.54478,22262.14995,178.9663346,28,optuna
24747.6734,22262.14995,186.8236895,29,optuna
26307.20373,22262.14995,190.9958251,30,optuna
28449.85376,22262.14995,200.2049952,31,optuna
23570.34086,22262.14995,211.3975368,32,optuna
22947.26497,22262.14995,217.2341614,33,optuna
22370.50088,22262.14995,223.3123033,34,optuna
24466.44656,22262.14995,229.2189758,35,optuna
23521.22362,22262.14995,233.9371517,36,optuna
24186.57439,22262.14995,238.5949905,37,optuna
29324.20531,22262.14995,246.8688371,38,optuna
27023.36806,22262.14995,251.2651994,39,optuna
29336.13351,22262.14995,266.3905475,40,optuna
27134.61637,22262.14995,272.9846289,41,optuna
23657.82468,22262.14995,281.9064138,42,optuna
23744.91795,22262.14995,288.3598278,43,optuna
24415.52869,22262.14995,297.3595018,44,optuna
21855.96007,21855.96007,305.2965248,45,optuna
65767.83156,21855.96007,312.9718242,46,optuna
33400.41529,21855.96007,317.1513286,47,optuna
22397.69588,21855.96007,325.7468746,48,optuna
30869.96888,21855.96007,333.4252126,49,optuna
27229.84612,21855.96007,338.4544122,50,optuna
29639.51195,21855.96007,362.2817016,51,optuna
25505.25018,21855.96007,372.0160403,52,optuna
24277.85589,21855.96007,377.0859091,53,optuna
32027.79472,21855.96007,381.1876338,54,optuna
22738.55307,21855.96007,386.6716034,55,optuna
25895.32213,21855.96007,394.3786383,56,optuna
25707.27796,21855.96007,402.8754432,57,optuna
32497.26374,21855.96007,411.2224424,58,optuna
23793.34371,21855.96007,416.9997163,59,optuna
27103.02155,21855.96007,425.9216738,60,optuna
29329.48377,21855.96007,433.0511544,61,optuna
23965.33772,21855.96007,441.3284831,62,optuna
23780.61756,21855.96007,449.1352935,63,optuna
22923.39358,21855.96007,457.2120695,64,optuna
25800.8252,21855.96007,466.0626085,65,optuna
27188.56938,21855.96007,472.7258408,66,optuna
23545.05237,21855.96007,481.6682117,67,optuna
23352.66253,21855.96007,490.9659677,68,optuna
23075.22727,21855.96007,496.3994601,69,optuna
28879.57236,21855.96007,503.0849578,70,optuna
26927.32435,21855.96007,508.9352443,71,optuna
23174.6115,21855.96007,517.9279737,72,optuna
23370.09398,21855.96007,523.435183,73,optuna
21617.58413,21617.58413,529.7167339,74,optuna
22223.63187,21617.58413,535.9465582,75,optuna
22542.43534,21617.58413,540.280968,76,optuna
23392.72282,21617.58413,544.0629764,77,optuna
23266.40967,21617.58413,550.343281,78,optuna
23663.9288,21617.58413,558.4619186,79,optuna
31015.50272,21617.58413,564.9983699,80,optuna
22529.60767,21617.58413,571.0625701,81,optuna
25067.51451,21617.58413,576.6706159,82,optuna
23934.91531,21617.58413,583.4705608,83,optuna
23424.88892,21617.58413,589.6512969,84,optuna
