,loss,best_loss,timepoint,iteration
0,27760.937493107973,27760.937493107973,15.510361433029175,1
1,27577.25798353425,27577.25798353425,34.70140266418457,2
2,35274.92065662212,27577.25798353425,40.73795104026794,3
3,30970.81836044534,27577.25798353425,61.66369080543518,4
4,20940.961525772695,20940.961525772695,67.73038339614868,5
5,31852.55228062616,20940.961525772695,73.90078878402709,6
6,31392.90083899769,20940.961525772695,81.29240107536316,7
7,34512.90061479719,20940.961525772695,85.38552761077881,8
8,28020.76686322063,20940.961525772695,89.18976736068727,9
9,30885.856068300138,20940.961525772695,103.12735080718994,10
10,27843.9831259254,20940.961525772695,108.97930026054381,11
11,26067.87936234285,20940.961525772695,115.63207983970642,12
12,26854.628682598253,20940.961525772695,121.06164717674255,13
13,31059.754458313848,20940.961525772695,125.04874587059021,14
14,26823.36896629504,20940.961525772695,135.79617810249331,15
15,26028.16175721335,20940.961525772695,143.80647420883182,16
16,31293.25158063998,20940.961525772695,154.74154639244082,17
17,29977.37619340822,20940.961525772695,166.1173233985901,18
18,29125.42032881665,20940.961525772695,174.3979663848877,19
19,30001.699324425026,20940.961525772695,179.93080949783325,20
20,31007.230906909608,20940.961525772695,191.97834014892575,21
21,26090.789958641362,20940.961525772695,198.50582075119016,22
22,25614.39213073607,20940.961525772695,204.2937381267548,23
23,37214.34819410688,20940.961525772695,214.38669610023499,24
24,31016.517663903694,20940.961525772695,219.66885852813718,25
25,26827.50411507517,20940.961525772695,228.1810572147369,26
26,30582.867215312093,20940.961525772695,233.7736268043518,27
27,33709.214820574714,20940.961525772695,240.07086873054504,28
28,29858.943804262057,20940.961525772695,251.50373148918152,29
29,34186.68808113102,20940.961525772695,256.61335968971247,30
30,40278.05209124069,20940.961525772695,266.8326153755188,31
31,24909.72262778402,20940.961525772695,272.5653743743896,32
32,25912.35740652574,20940.961525772695,279.49545812606806,33
33,24427.856361546827,20940.961525772695,287.71303939819336,34
34,22514.75666681897,20940.961525772695,294.18030023574835,35
35,25624.067953902853,20940.961525772695,302.7050576210022,36
36,48944.961777673154,20940.961525772695,309.9714505672455,37
37,23588.275203680543,20940.961525772695,317.07592129707336,38
38,29666.072436302733,20940.961525772695,333.71830415725714,39
39,28657.25371146911,20940.961525772695,339.51583290100103,40
40,37620.202774763064,20940.961525772695,343.68810868263245,41
41,24834.462895959437,20940.961525772695,349.71604347229004,42
42,26153.157577684746,20940.961525772695,354.79473900794983,43
43,24813.092361182968,20940.961525772695,361.3891534805298,44
44,25497.13959428447,20940.961525772695,366.49910044670105,45
45,37299.887496457166,20940.961525772695,371.5621418952942,46
46,24271.41707070908,20940.961525772695,374.95308780670166,47
47,27588.89887360118,20940.961525772695,379.0160541534424,48
48,41495.90514440577,20940.961525772695,382.03199553489685,49
49,27558.76890252232,20940.961525772695,386.5012171268463,50
50,36578.39455154118,20940.961525772695,392.829980134964,51
51,25193.838754203207,20940.961525772695,396.5803763866425,52
52,22899.011569597853,20940.961525772695,403.45613431930536,53
53,23852.596067338458,20940.961525772695,409.4098923206329,54
54,26459.64580996587,20940.961525772695,415.4105203151703,55
55,37756.7682935371,20940.961525772695,418.4108386039734,56
56,25745.353865712306,20940.961525772695,422.70813417434687,57
57,27710.38642880742,20940.961525772695,425.8647515773773,58
58,27481.247130251908,20940.961525772695,430.39648032188416,59
59,24859.051034356235,20940.961525772695,434.99071788787836,60
60,26725.53554874982,20940.961525772695,440.7256999015808,61
61,24194.23733412084,20940.961525772695,447.7733154296875,62
62,60933.296077430605,20940.961525772695,453.69581627845764,63
63,24799.26187767908,20940.961525772695,458.727605342865,64
64,26953.101143905416,20940.961525772695,464.9157221317291,65
65,23605.47123649789,20940.961525772695,470.9632692337036,66
66,23092.41042622052,20940.961525772695,477.40145349502563,67
67,25700.750377557357,20940.961525772695,484.2771816253662,68
68,27014.482007757535,20940.961525772695,491.2153766155243,69
69,30531.901815027857,20940.961525772695,499.2006266117096,70
70,39053.486639618895,20940.961525772695,506.8733134269714,71
71,25926.174853588014,20940.961525772695,514.8897511959076,72
72,25643.68883400408,20940.961525772695,520.1403410434723,73
73,25386.162097950484,20940.961525772695,526.0628094673157,74
74,26443.624910575934,20940.961525772695,532.8135194778441,75
75,24711.58961522181,20940.961525772695,539.4705128669739,76
76,25709.464465447767,20940.961525772695,545.3304696083069,77
77,25639.94464990315,20940.961525772695,555.3627777099608,78
78,26104.150937314378,20940.961525772695,562.1135289669037,79
79,22536.995490399455,20940.961525772695,569.2080245018005,80
80,30851.341197061633,20940.961525772695,583.756404876709,81
81,24237.451904783018,20940.961525772695,591.3978369235992,82
82,28064.030994000186,20940.961525772695,596.5859222412108,83
83,23948.059896900748,20940.961525772695,604.0085444450377,84
84,24546.7434573882,20940.961525772695,611.4155766963959,85
85,25221.530513833768,20940.961525772695,620.2446739673616,86
86,21160.293253218075,20940.961525772695,627.4328954219817,87
87,23931.828763070265,20940.961525772695,634.9337267875671,88
88,26441.81375191141,20940.961525772695,643.2314400672913,89
89,24033.97527030797,20940.961525772695,652.3730661869049,90
90,25668.524848816367,20940.961525772695,656.7016539573671,91
91,24519.563917998712,20940.961525772695,664.9368934631348,92
92,22884.592552529703,20940.961525772695,674.0003514289856,93
93,23156.249498161982,20940.961525772695,681.0948643684387,94
94,23900.72604044667,20940.961525772695,687.6580138206482,95
95,30078.999474364013,20940.961525772695,696.0026435852051,96
96,28858.105002877368,20940.961525772695,706.5113046169281,97
97,28321.954226889276,20940.961525772695,715.9029211997986,98
98,21994.71162446056,20940.961525772695,721.5597705841064,99
99,28313.54841465953,20940.961525772695,729.498074054718,100
