loss,best_loss,timepoint,iteration
24433.277199265143,24433.277199265143,165.0,1
29557.346582650483,24433.277199265143,485.0,2
30201.64334766709,24433.277199265143,1045.0,3
24863.735316073227,24433.277199265143,1260.0,4
32257.577894091723,24433.277199265143,2105.0,5
26060.55877389601,24433.277199265143,2745.0,6
27115.722094552733,24433.277199265143,2850.0,7
29179.480567150942,24433.277199265143,2995.0,8
27843.7808353351,24433.277199265143,3425.0,9
32496.74504641781,24433.277199265143,3775.0,10
25620.104353449486,24433.277199265143,3985.0,11
28073.377969408848,24433.277199265143,4650.0,12
30633.900145006693,24433.277199265143,5950.0,13
31038.6035704338,24433.277199265143,6705.0,14
26376.46238038901,24433.277199265143,6960.0,15
29570.90692568645,24433.277199265143,8030.0,16
29114.158225565083,24433.277199265143,8580.0,17
29117.666070488955,24433.277199265143,9910.0,18
24468.794235956182,24433.277199265143,11320.0,19
37936.95790900398,24433.277199265143,11600.0,20
33923.652640171866,24433.277199265143,11815.0,21
25338.34849855024,24433.277199265143,12195.0,22
28228.06827034832,24433.277199265143,12200.0,23
33346.90298944621,24433.277199265143,12205.0,24
28718.42720186061,24433.277199265143,12210.0,25
28315.41689678733,24433.277199265143,12215.0,26
31293.692834833662,24433.277199265143,12215.0,27
32523.380580042598,24433.277199265143,12220.0,28
26895.73179428061,24433.277199265143,12225.0,29
32576.86518450308,24433.277199265143,12235.0,30
31748.8171050187,24433.277199265143,12245.0,31
26209.320920689668,24433.277199265143,12245.0,32
30843.155826056944,24433.277199265143,12250.0,33
30422.151359171574,24433.277199265143,12260.0,34
30300.459465095977,24433.277199265143,12265.0,35
26458.282194899995,24433.277199265143,12270.0,36
33431.14336530375,24433.277199265143,12275.0,37
31339.655481040718,24433.277199265143,12280.0,38
30979.841243403906,24433.277199265143,12285.0,39
29882.901340957804,24433.277199265143,12285.0,40
34944.526329029686,24433.277199265143,12290.0,41
31099.86929711145,24433.277199265143,12295.0,42
30783.27629794308,24433.277199265143,12300.0,43
32639.40709690826,24433.277199265143,12310.0,44
28390.400148193617,24433.277199265143,12315.0,45
29762.825255063774,24433.277199265143,12325.0,46
28400.3336133418,24433.277199265143,12345.0,47
33811.918278421435,24433.277199265143,12350.0,48
30241.209252582987,24433.277199265143,12355.0,49
31476.46392720687,24433.277199265143,12360.0,50
32098.4754945856,24433.277199265143,12365.0,51
30331.585795732928,24433.277199265143,12370.0,52
29764.4326786193,24433.277199265143,12375.0,53
40831.33909477986,24433.277199265143,12380.0,54
28525.588585080088,24433.277199265143,12385.0,55
33985.502338398546,24433.277199265143,12400.0,56
28847.678047761205,24433.277199265143,12405.0,57
29618.627481417552,24433.277199265143,12415.0,58
27954.37255499665,24433.277199265143,12420.0,59
32823.51377505652,24433.277199265143,12425.0,60
29276.727166318688,24433.277199265143,12430.0,61
31009.90744837433,24433.277199265143,12435.0,62
29694.675838242943,24433.277199265143,12445.0,63
30348.099130314084,24433.277199265143,12450.0,64
30712.644289986547,24433.277199265143,12460.0,65
28659.437410596245,24433.277199265143,12465.0,66
30560.487862626705,24433.277199265143,12470.0,67
28311.854702509976,24433.277199265143,12475.0,68
30390.72260506908,24433.277199265143,12480.0,69
31477.325868224434,24433.277199265143,12495.0,70
44352.127015590166,24433.277199265143,12505.0,71
28350.24140044103,24433.277199265143,12510.0,72
27110.10957135033,24433.277199265143,12520.0,73
57037.78945465794,24433.277199265143,12525.0,74
30568.72813111791,24433.277199265143,12540.0,75
55253.12784123697,24433.277199265143,12545.0,76
29579.094124792715,24433.277199265143,12555.0,77
35243.7552173702,24433.277199265143,12560.0,78
26612.91678647766,24433.277199265143,12570.0,79
26761.000150027558,24433.277199265143,12575.0,80
27707.786096632928,24433.277199265143,12580.0,81
44116.679857873605,24433.277199265143,12595.0,82
29314.06374967598,24433.277199265143,12600.0,83
31870.260592968305,24433.277199265143,12605.0,84
69387.6262315399,24433.277199265143,12615.0,85
28456.089994321715,24433.277199265143,12620.0,86
35446.67780320026,24433.277199265143,12625.0,87
79886.27124997566,24433.277199265143,12630.0,88
33965.365279935686,24433.277199265143,12635.0,89
30304.205476136944,24433.277199265143,12640.0,90
37406.14438340125,24433.277199265143,12645.0,91
31589.146551182435,24433.277199265143,12650.0,92
28790.26707817543,24433.277199265143,12655.0,93
26997.103822971603,24433.277199265143,12660.0,94
32053.91403604315,24433.277199265143,12665.0,95
24962.39232992465,24433.277199265143,12670.0,96
63517.88357146282,24433.277199265143,12675.0,97
31569.557909819432,24433.277199265143,12685.0,98
34471.45299605493,24433.277199265143,12690.0,99
25061.473360182816,24433.277199265143,12695.0,100
47738.10764586623,24433.277199265143,12705.0,101
26818.69975443558,24433.277199265143,12710.0,102
30138.140359017187,24433.277199265143,12720.0,103
28697.474023581333,24433.277199265143,12725.0,104
31881.78864731237,24433.277199265143,12725.0,105
30961.09697178439,24433.277199265143,12735.0,106
32294.369338462006,24433.277199265143,12740.0,107
29770.10224681265,24433.277199265143,12740.0,108
28505.52349551906,24433.277199265143,12750.0,109
24523.742608879464,24433.277199265143,12760.0,110
28471.302103138776,24433.277199265143,12760.0,111
32768.31641135156,24433.277199265143,12765.0,112
28170.43889999096,24433.277199265143,12775.0,113
29313.883257943413,24433.277199265143,12780.0,114
41503.459166053435,24433.277199265143,12790.0,115
29096.257702949613,24433.277199265143,12795.0,116
