best_loss,iteration,loss,timepoint,tuna
22226.56597465121,95,33004.227284736975,770.0,rs
22226.56597465121,96,30795.861325495425,795.0,rs
22226.56597465121,97,29129.997795777792,805.0,rs
22226.56597465121,98,30101.96834707936,815.0,rs
22226.56597465121,99,28758.49570085563,820.0,rs
22226.56597465121,100,27644.945371063797,825.0,rs
22226.56597465121,101,31717.07073526564,850.0,rs
22226.56597465121,102,28866.11260970536,855.0,rs
22226.56597465121,103,33455.427184461485,870.0,rs
22226.56597465121,104,36585.842522632185,880.0,rs
22226.56597465121,105,27599.93682783085,880.0,rs
22226.56597465121,106,33465.334247729974,890.0,rs
22226.56597465121,107,34333.75237081562,900.0,rs
22226.56597465121,108,31070.47475065388,905.0,rs
22226.56597465121,109,28344.02028944676,915.0,rs
22226.56597465121,110,30378.04014833675,925.0,rs
22226.56597465121,111,36901.5122873711,930.0,rs
22226.56597465121,112,28944.12626330841,935.0,rs
22226.56597465121,113,29947.483225214262,945.0,rs
22226.56597465121,114,25534.848017192133,950.0,rs
22226.56597465121,115,29805.340015531274,955.0,rs
22226.56597465121,116,23398.643680065063,965.0,rs
22226.56597465121,117,31877.427314585933,970.0,rs
22226.56597465121,118,27651.316653931044,980.0,rs
22226.56597465121,119,30921.412061096784,990.0,rs
22226.56597465121,120,28097.126814837004,995.0,rs
22226.56597465121,121,29858.32801269485,1000.0,rs
22226.56597465121,122,58222.00356428548,1020.0,rs
22226.56597465121,123,23565.15772305565,1025.0,rs
22226.56597465121,124,31155.039344953067,1035.0,rs
22226.56597465121,125,32418.40976157593,1035.0,rs
22226.56597465121,126,35522.955497064635,1040.0,rs
22226.56597465121,127,25914.31286958073,1045.0,rs
22226.56597465121,128,29823.38342114855,1050.0,rs
22226.56597465121,129,29537.358521026283,1060.0,rs
22226.56597465121,130,27139.832513634687,1065.0,rs
22226.56597465121,131,29160.69671722942,1075.0,rs
22226.56597465121,132,31012.201455697064,1085.0,rs
22226.56597465121,133,31116.340344480468,1095.0,rs
22226.56597465121,134,28946.488768112984,1105.0,rs
22226.56597465121,135,30188.148785441026,1135.0,rs
22226.56597465121,136,22287.884588607598,1140.0,rs
22226.56597465121,137,29647.9069808978,1145.0,rs
22226.56597465121,138,28196.4059742097,1155.0,rs
22226.56597465121,139,29014.21335866468,1165.0,rs
22226.56597465121,140,32694.56022749292,1170.0,rs
