loss,best_loss,timepoint,iteration
32536.199278130425,32536.199278130425,7.25702691078186,1
25489.197590022013,25489.197590022013,11.08514404296875,2
31285.597479293363,25489.197590022013,19.918037891387943,3
30011.134421108345,25489.197590022013,21.96155571937561,4
25433.352478528017,25433.352478528017,24.462533473968506,5
29369.610853590184,25433.352478528017,27.113826274871826,6
32784.74571679573,25433.352478528017,31.530988693237305,7
26050.810789213,25433.352478528017,39.21655535697936,8
33620.64162489692,25433.352478528017,48.12081408500672,9
31641.303686550298,25433.352478528017,50.360323905944824,10
31903.996519681674,25433.352478528017,53.09217429161072,11
22342.38147704017,22342.38147704017,54.91176581382752,12
28713.687775140283,22342.38147704017,59.427131175994866,13
25056.10298660462,22342.38147704017,61.35635447502136,14
25221.748420264645,22342.38147704017,63.9352650642395,15
28725.21706811953,22342.38147704017,67.78295874595642,16
28211.942712284814,22342.38147704017,70.0898506641388,17
33051.930764296914,22342.38147704017,72.96155047416688,18
32542.844473730147,22342.38147704017,79.19916391372679,19
24519.455024990093,22342.38147704017,81.83354616165161,20
23810.87953441733,22342.38147704017,84.09305238723755,21
24432.563884877472,22342.38147704017,86.72503209114075,22
23459.060394906865,22342.38147704017,88.70069575309753,23
21955.41577550337,21955.41577550337,91.01373553276062,24
25413.78201801437,21955.41577550337,93.03014254570007,25
27516.413145752,21955.41577550337,95.21305274963379,26
29308.775655331377,21955.41577550337,99.70019197463988,27
23960.371381122026,21955.41577550337,101.94366121292114,28
28729.214268939697,21955.41577550337,103.61871767044069,29
28874.456075951202,21955.41577550337,105.6315405368805,30
30619.630062802975,21955.41577550337,108.07167148590088,31
24960.88250511889,21955.41577550337,110.65319514274596,32
26049.844782552456,21955.41577550337,112.69634795188904,33
20966.175296594905,20966.175296594905,114.76659822463988,34
21398.27934308827,20966.175296594905,116.8231406211853,35
18453.0868515972,18453.0868515972,118.60809063911438,36
20567.439327379223,18453.0868515972,120.5459439754486,37
30738.312925023736,18453.0868515972,122.62420272827148,38
26017.135073666934,18453.0868515972,124.46804976463318,39
34071.01060879289,18453.0868515972,126.9883816242218,40
22724.615212805817,18453.0868515972,128.55480241775513,41
23981.840087330078,18453.0868515972,130.58660531044006,42
23128.42675351421,18453.0868515972,132.48455452919006,43
25697.33698290421,18453.0868515972,134.41437292099,44
31023.521109596866,18453.0868515972,136.37155652046206,45
32431.41834773906,18453.0868515972,138.13134717941284,46
22912.418484645244,18453.0868515972,139.77433085441592,47
24810.870523854435,18453.0868515972,144.68205428123474,48
25420.59060344368,18453.0868515972,146.73686933517456,49
33146.25215617843,18453.0868515972,149.3969259262085,50
27705.920939293188,18453.0868515972,153.8007123470306,51
26056.6832276842,18453.0868515972,155.677809715271,52
23760.038532894854,18453.0868515972,158.68751120567322,53
41226.50545566135,18453.0868515972,160.3666627407074,54
30038.96439917145,18453.0868515972,162.47311353683472,55
33834.32391678694,18453.0868515972,165.72456431388858,56
19576.36339997258,18453.0868515972,167.63224935531616,57
23475.912673689738,18453.0868515972,169.7012882232666,58
27310.740150827216,18453.0868515972,171.8933706283569,59
25997.727887897818,18453.0868515972,174.42428374290466,60
19157.575722326623,18453.0868515972,176.2409143447876,61
22083.965378260942,18453.0868515972,178.17314863204956,62
17930.204106420748,17930.204106420748,180.21867156028748,63
27702.80927914686,17930.204106420748,181.83901929855347,64
20554.27567038217,17930.204106420748,183.9443893432617,65
32292.483534686187,17930.204106420748,186.40355515480042,66
22844.112764496283,17930.204106420748,188.04040622711184,67
25315.149671203897,17930.204106420748,189.9317102432251,68
25589.63657099289,17930.204106420748,192.26824831962585,69
21493.97817830145,17930.204106420748,194.13271975517281,70
23139.9263695014,17930.204106420748,196.1540725231171,71
19567.07519590452,17930.204106420748,198.0124967098236,72
21174.618845804234,17930.204106420748,199.61712098121643,73
26258.88253620442,17930.204106420748,201.2835280895233,74
25439.868703742006,17930.204106420748,203.01733303070068,75
24826.75755649932,17930.204106420748,205.81289649009705,76
25197.6905419873,17930.204106420748,207.9495906829834,77
17126.69038769569,17126.69038769569,209.98152685165402,78
