loss,best_loss,timepoint,Iteration,tuna
34031.988939999996,34031.988939999996,25,1,bohb
34115.28778,34031.988939999996,30,2,bohb
32442.71117,32442.71117,35,3,bohb
36262.190480000005,32442.71117,40,4,bohb
67357.38805,32442.71117,45,5,bohb
28965.83167,28965.83167,50,6,bohb
27954.117889999998,27954.117889999998,55,7,bohb
31454.9832,27954.117889999998,60,8,bohb
31905.1813,27954.117889999998,70,9,bohb
28245.50486,27954.117889999998,75,10,bohb
33266.68302,27954.117889999998,80,11,bohb
27512.576489999996,27512.576489999996,85,12,bohb
29997.659,27512.576489999996,95,13,bohb
44802.779,27512.576489999996,100,14,bohb
23047.80399,23047.80399,105,15,bohb
29071.236569999997,23047.80399,110,16,bohb
30099.98748,23047.80399,120,17,bohb
25244.757840000002,23047.80399,125,18,bohb
25360.6713,23047.80399,130,19,bohb
29573.034480000002,23047.80399,130,20,bohb
23530.59722,23047.80399,140,21,bohb
26836.95558,23047.80399,140,22,bohb
27929.51605,23047.80399,145,23,bohb
25142.47896,23047.80399,155,24,bohb
28391.415510000003,23047.80399,155,25,bohb
26604.99945,23047.80399,165,26,bohb
36904.073469999996,23047.80399,170,27,bohb
23822.607509999998,23047.80399,175,28,bohb
23559.336909999998,23047.80399,180,29,bohb
22265.7011,22265.7011,185,30,bohb
21001.0878,21001.0878,185,31,bohb
25727.87887,21001.0878,190,32,bohb
33737.90213,21001.0878,195,33,bohb
24571.123630000002,21001.0878,195,34,bohb
24861.30781,21001.0878,200,35,bohb
23743.114709999998,21001.0878,200,36,bohb
24421.03097,21001.0878,205,37,bohb
25292.251369999998,21001.0878,210,38,bohb
23177.959580000002,21001.0878,210,39,bohb
25241.43577,21001.0878,215,40,bohb
23174.49497,21001.0878,220,41,bohb
20601.3908,20601.3908,220,42,bohb
28144.872219999997,20601.3908,230,43,bohb
23950.82822,20601.3908,235,44,bohb
23365.74509,20601.3908,235,45,bohb
21126.18114,20601.3908,240,46,bohb
22419.70882,20601.3908,245,47,bohb
31382.21863,20601.3908,250,48,bohb
26030.09922,20601.3908,260,49,bohb
22253.42532,20601.3908,265,50,bohb
29075.46325,20601.3908,270,51,bohb
25468.46804,20601.3908,275,52,bohb
22202.96615,20601.3908,280,53,bohb
32339.94008,20601.3908,285,54,bohb
30159.07728,20601.3908,290,55,bohb
23803.31286,20601.3908,290,56,bohb
20062.57484,20062.57484,295,57,bohb
20823.50905,20062.57484,300,58,bohb
22588.554819999998,20062.57484,305,59,bohb
24764.09815,20062.57484,310,60,bohb
30213.56845,20062.57484,320,61,bohb
22884.338369999998,20062.57484,325,62,bohb
22715.37986,20062.57484,330,63,bohb
25562.87416,20062.57484,330,64,bohb
24442.440440000002,20062.57484,335,65,bohb
20961.4286,20062.57484,340,66,bohb
29859.201380000002,20062.57484,345,67,bohb
23499.40992,20062.57484,350,68,bohb
28142.801760000002,20062.57484,355,69,bohb
21574.200419999997,20062.57484,360,70,bohb
22656.74938,20062.57484,360,71,bohb
22211.00361,20062.57484,365,72,bohb
30374.655839999996,20062.57484,375,73,bohb
22742.21262,20062.57484,380,74,bohb
22576.78691,20062.57484,385,75,bohb
31101.3698,20062.57484,390,76,bohb
22535.13961,20062.57484,390,77,bohb
21076.265580000003,20062.57484,395,78,bohb
22453.57713,20062.57484,400,79,bohb
24956.613390000002,20062.57484,405,80,bohb
31448.75194,20062.57484,415,81,bohb
27134.02676,20062.57484,420,82,bohb
23396.506859999998,20062.57484,425,83,bohb
29803.5708,20062.57484,430,84,bohb
30532.6147,20062.57484,435,85,bohb
29684.771269999997,20062.57484,445,86,bohb
23547.247580000003,20062.57484,445,87,bohb
24267.21536,20062.57484,450,88,bohb
25198.02169,20062.57484,455,89,bohb
23614.23306,20062.57484,460,90,bohb
21926.084440000002,20062.57484,465,91,bohb
26422.42397,20062.57484,465,92,bohb
21652.422609999998,20062.57484,470,93,bohb
22509.31814,20062.57484,475,94,bohb
27427.95563,20062.57484,480,95,bohb
22101.990469999997,20062.57484,480,96,bohb
27525.04001,20062.57484,485,97,bohb
23622.5124,20062.57484,490,98,bohb
26383.91117,20062.57484,495,99,bohb
24753.4583,20062.57484,500,100,bohb
25659.03281,25659.03281,5,1,bohb
29313.57125,25659.03281,10,2,bohb
33501.3897,25659.03281,15,3,bohb
32719.848660000003,25659.03281,25,4,bohb
33345.97756,25659.03281,35,5,bohb
31552.672639999997,25659.03281,40,6,bohb
29354.74913,25659.03281,45,7,bohb
34544.39612,25659.03281,50,8,bohb
28623.90753,25659.03281,60,9,bohb
22624.32733,22624.32733,60,10,bohb
26928.86285,22624.32733,65,11,bohb
32387.23922,22624.32733,75,12,bohb
31134.35185,22624.32733,80,13,bohb
30739.589389999997,22624.32733,85,14,bohb
30950.408460000002,22624.32733,85,15,bohb
33677.30557,22624.32733,90,16,bohb
29229.85345,22624.32733,100,17,bohb
27245.5624,22624.32733,105,18,bohb
31453.514189999998,22624.32733,115,19,bohb
26834.68134,22624.32733,120,20,bohb
27515.31137,22624.32733,120,21,bohb
26795.65556,22624.32733,125,22,bohb
26127.35456,22624.32733,125,23,bohb
24972.41535,22624.32733,130,24,bohb
29985.4311,22624.32733,135,25,bohb
30186.67528,22624.32733,135,26,bohb
20321.21246,20321.21246,140,27,bohb
32380.410519999998,20321.21246,150,28,bohb
31147.4599,20321.21246,155,29,bohb
30377.62074,20321.21246,160,30,bohb
25366.691880000002,20321.21246,165,31,bohb
25954.59425,20321.21246,165,32,bohb
27791.96696,20321.21246,170,33,bohb
23903.87115,20321.21246,175,34,bohb
31870.1553,20321.21246,180,35,bohb
19821.22779,19821.22779,185,36,bohb
28183.78253,19821.22779,185,37,bohb
38927.505560000005,19821.22779,195,38,bohb
21788.27247,19821.22779,200,39,bohb
24280.59411,19821.22779,200,40,bohb
25146.46178,19821.22779,205,41,bohb
22067.270419999997,19821.22779,210,42,bohb
30469.22454,19821.22779,215,43,bohb
24211.870909999998,19821.22779,220,44,bohb
31551.261319999998,19821.22779,225,45,bohb
23449.60762,19821.22779,225,46,bohb
31483.7284,19821.22779,230,47,bohb
31727.92589,19821.22779,245,48,bohb
23226.8329,19821.22779,250,49,bohb
31674.010860000002,19821.22779,255,50,bohb
22236.0857,19821.22779,260,51,bohb
22532.291869999997,19821.22779,265,52,bohb
22642.74367,19821.22779,270,53,bohb
24477.68592,19821.22779,270,54,bohb
24631.800369999997,19821.22779,280,55,bohb
25002.45807,19821.22779,285,56,bohb
21866.540409999998,19821.22779,285,57,bohb
