,loss,best_loss,timepoint,iteration,tuna
91,27170.67389,20095.79371,575,92,gs
92,35694.20648,20095.79371,580,93,gs
93,32779.92151,20095.79371,590,94,gs
94,32583.712160000006,20095.79371,595,95,gs
95,41997.51805,20095.79371,600,96,gs
96,26681.79367,20095.79371,600,97,gs
97,28646.98735,20095.79371,615,98,gs
98,30857.36489,20095.79371,625,99,gs
99,30546.52471,20095.79371,630,100,gs
100,29400.36334,29400.36334,10,1,gs
101,31274.38697,29400.36334,20,2,gs
102,37263.362,29400.36334,25,3,gs
103,26345.25833,26345.25833,30,4,gs
104,23642.19504,23642.19504,35,5,gs
105,35772.65869,23642.19504,40,6,gs
106,28042.90418,23642.19504,50,7,gs
107,29765.278810000003,23642.19504,50,8,gs
108,30144.98414,23642.19504,55,9,gs
109,30183.18971,23642.19504,60,10,gs
110,28339.51835,23642.19504,70,11,gs
111,28211.70853,23642.19504,80,12,gs
112,31604.98679,23642.19504,85,13,gs
113,31223.892410000004,23642.19504,90,14,gs
114,60246.78061,23642.19504,100,15,gs
115,37622.95798,23642.19504,105,16,gs
116,25181.1243,23642.19504,115,17,gs
117,32822.116689999995,23642.19504,125,18,gs
118,29878.61924,23642.19504,130,19,gs
119,25939.19068,23642.19504,130,20,gs
120,33428.14925,23642.19504,140,21,gs
121,28162.87084,23642.19504,145,22,gs
122,31551.57245,23642.19504,150,23,gs
123,29493.37492,23642.19504,160,24,gs
124,32126.27776,23642.19504,165,25,gs
125,30147.9836,23642.19504,170,26,gs
126,35442.38943,23642.19504,175,27,gs
127,32641.14363,23642.19504,185,28,gs
128,34729.45197,23642.19504,185,29,gs
129,29517.10302,23642.19504,195,30,gs
130,24048.71825,23642.19504,200,31,gs
131,24950.79593,23642.19504,205,32,gs
132,26710.84406,23642.19504,210,33,gs
133,37341.44444,23642.19504,220,34,gs
134,30053.31822,23642.19504,225,35,gs
135,32360.70099,23642.19504,225,36,gs
136,32356.49263,23642.19504,230,37,gs
137,29761.698610000003,23642.19504,235,38,gs
138,33071.22376,23642.19504,245,39,gs
139,29705.73106,23642.19504,250,40,gs
140,29995.17661,23642.19504,260,41,gs
141,30897.34814,23642.19504,265,42,gs
142,31055.65985,23642.19504,280,43,gs
143,30386.271,23642.19504,280,44,gs
144,30176.02374,23642.19504,290,45,gs
145,31458.55638,23642.19504,290,46,gs
146,32354.538310000004,23642.19504,300,47,gs
147,25034.485,23642.19504,300,48,gs
148,31617.679010000003,23642.19504,305,49,gs
149,34171.52758,23642.19504,310,50,gs
150,30599.02974,23642.19504,315,51,gs
151,32834.47653,23642.19504,320,52,gs
152,29999.60282,23642.19504,330,53,gs
153,29519.9525,23642.19504,340,54,gs
154,30983.998010000007,23642.19504,340,55,gs
155,29813.878910000003,23642.19504,345,56,gs
156,35353.69711,23642.19504,350,57,gs
157,32044.07138,23642.19504,360,58,gs
158,30328.0124,23642.19504,365,59,gs
159,34027.75505,23642.19504,370,60,gs
160,27164.897,23642.19504,375,61,gs
161,33564.64593,23642.19504,380,62,gs
162,30302.77298,23642.19504,385,63,gs
163,29707.47444,23642.19504,395,64,gs
164,33751.92054,23642.19504,405,65,gs
165,28807.11691,23642.19504,410,66,gs
166,35191.7299,23642.19504,410,67,gs
167,29185.98138,23642.19504,420,68,gs
168,29111.50198,23642.19504,425,69,gs
169,30590.64315,23642.19504,435,70,gs
170,30126.44842,23642.19504,440,71,gs
171,28891.59208,23642.19504,445,72,gs
172,30653.991110000006,23642.19504,455,73,gs
173,61437.40875,23642.19504,460,74,gs
174,22150.09265,22150.09265,465,75,gs
175,32153.7258,22150.09265,470,76,gs
176,32027.28814,22150.09265,475,77,gs
177,25631.59404,22150.09265,475,78,gs
178,27983.68337,22150.09265,485,79,gs
179,27904.89478,22150.09265,490,80,gs
180,32495.6072,22150.09265,495,81,gs
181,33442.7288,22150.09265,500,82,gs
182,28904.71261,22150.09265,505,83,gs
183,28331.46377,22150.09265,510,84,gs
184,28746.35496,22150.09265,525,85,gs
185,29679.55181,22150.09265,530,86,gs
186,33861.59979,22150.09265,540,87,gs
187,29922.60681,22150.09265,545,88,gs
188,27919.41958,22150.09265,555,89,gs
189,29076.98469,22150.09265,560,90,gs
190,30766.335580000006,22150.09265,565,91,gs
191,35988.732430000004,22150.09265,575,92,gs
192,24216.38927,22150.09265,575,93,gs
193,29265.8295,22150.09265,585,94,gs
194,29169.12497,22150.09265,585,95,gs
195,25104.024,22150.09265,590,96,gs
196,27403.50489,22150.09265,595,97,gs
197,28348.05004,22150.09265,600,98,gs
198,29804.12015,22150.09265,610,99,gs
199,24490.30378,22150.09265,615,100,gs
200,25062.26716,25062.26716,5,1,gs
201,30856.98783,25062.26716,15,2,gs
202,28903.69604,25062.26716,20,3,gs
203,30407.067000000006,25062.26716,30,4,gs
204,31138.97248,25062.26716,30,5,gs
205,26131.89714,25062.26716,35,6,gs
206,29212.88137,25062.26716,50,7,gs
207,28369.26715,25062.26716,50,8,gs
208,30712.79158,25062.26716,55,9,gs
209,30422.86717,25062.26716,65,10,gs
210,29035.523460000004,25062.26716,75,11,gs
211,30883.74702,25062.26716,80,12,gs
212,30363.808460000004,25062.26716,90,13,gs
213,31144.17904,25062.26716,95,14,gs
214,41730.33653,25062.26716,100,15,gs
215,25697.40546,25062.26716,105,16,gs
216,26255.30591,25062.26716,105,17,gs
217,27089.54524,25062.26716,115,18,gs
218,30560.50441,25062.26716,120,19,gs
219,24672.30234,24672.30234,125,20,gs
220,30368.72185,24672.30234,130,21,gs
221,30629.1685,24672.30234,140,22,gs
222,37788.0641,24672.30234,145,23,gs
223,29022.36575,24672.30234,155,24,gs
224,38734.84722,24672.30234,165,25,gs
225,30262.617260000006,24672.30234,175,26,gs
226,31545.549960000004,24672.30234,180,27,gs
227,31264.72533,24672.30234,190,28,gs
228,32319.73725,24672.30234,200,29,gs
229,34084.79829,24672.30234,205,30,gs
230,32956.35177,24672.30234,210,31,gs
231,29979.43612,24672.30234,220,32,gs
232,31260.331680000007,24672.30234,225,33,gs
233,36828.88222,24672.30234,230,34,gs
234,28377.58037,24672.30234,235,35,gs
235,35393.21242,24672.30234,245,36,gs
236,28910.72456,24672.30234,255,37,gs
237,30044.65518,24672.30234,265,38,gs
238,25996.04277,24672.30234,270,39,gs
239,28240.160610000006,24672.30234,275,40,gs
240,25854.69134,24672.30234,280,41,gs
241,28275.40399,24672.30234,285,42,gs
242,30029.60528,24672.30234,290,43,gs
243,33294.487030000004,24672.30234,295,44,gs
244,34044.93276,24672.30234,300,45,gs
245,26790.3258,24672.30234,305,46,gs
246,23154.1761,23154.1761,315,47,gs
247,33052.75828,23154.1761,320,48,gs
248,27394.15474,23154.1761,325,49,gs
249,48840.17642,23154.1761,330,50,gs
250,38302.46659,23154.1761,335,51,gs
251,29500.70377,23154.1761,345,52,gs
252,33415.44415,23154.1761,350,53,gs
253,29642.503010000004,23154.1761,360,54,gs
254,30507.771910000003,23154.1761,365,55,gs
255,29250.93557,23154.1761,375,56,gs
256,33744.178680000005,23154.1761,380,57,gs
257,30134.58817,23154.1761,385,58,gs
258,27344.01157,23154.1761,390,59,gs
259,31324.1561,23154.1761,390,60,gs
260,27494.64276,23154.1761,395,61,gs
261,26149.27375,23154.1761,400,62,gs
262,31663.17623,23154.1761,405,63,gs
263,28265.08097,23154.1761,410,64,gs
264,37815.43898,23154.1761,420,65,gs
265,22627.68692,22627.68692,420,66,gs
266,29514.70182,22627.68692,425,67,gs
267,26143.0941,22627.68692,430,68,gs
268,24430.60307,22627.68692,435,69,gs
269,27457.808160000004,22627.68692,440,70,gs
270,26948.15082,22627.68692,445,71,gs
271,27532.72095,22627.68692,450,72,gs
272,28296.47132,22627.68692,460,73,gs
273,30003.0038,22627.68692,465,74,gs
274,28894.93477,22627.68692,470,75,gs
275,29604.4169,22627.68692,480,76,gs
276,27182.25687,22627.68692,490,77,gs
277,29977.56435,22627.68692,495,78,gs
278,31778.95526,22627.68692,500,79,gs
279,29428.06003,22627.68692,505,80,gs
280,31854.35972,22627.68692,515,81,gs
281,33395.2963,22627.68692,525,82,gs
282,34398.61847,22627.68692,530,83,gs
283,20775.29923,20775.29923,535,84,gs
284,30606.42951,20775.29923,540,85,gs
285,65419.97351,20775.29923,545,86,gs
286,34160.44508,20775.29923,555,87,gs
287,31920.79388,20775.29923,560,88,gs
288,27555.90417,20775.29923,565,89,gs
289,30691.42625,20775.29923,575,90,gs
290,34989.1602,20775.29923,585,91,gs
291,31410.77619,20775.29923,585,92,gs
292,30367.34972,20775.29923,590,93,gs
293,28009.67983,20775.29923,600,94,gs
294,30488.54456,20775.29923,605,95,gs
295,47608.51365,20775.29923,615,96,gs
296,31356.93776,20775.29923,620,97,gs
297,26800.87282,20775.29923,625,98,gs
298,31604.64986,20775.29923,630,99,gs
299,26746.76575,20775.29923,635,100,gs
300,47621.90538,47621.90538,5,1,gs
301,37522.30973,37522.30973,10,2,gs
302,20459.88095,20459.88095,15,3,gs
303,30215.23673,20459.88095,40,4,gs
304,30735.75183,20459.88095,45,5,gs
305,36350.62118,20459.88095,50,6,gs
306,29389.30224,20459.88095,55,7,gs
307,29650.03262,20459.88095,60,8,gs
308,23251.95478,20459.88095,65,9,gs
309,28456.69263,20459.88095,65,10,gs
310,28177.018010000003,20459.88095,70,11,gs
311,31080.40469,20459.88095,75,12,gs
312,29971.12084,20459.88095,80,13,gs
313,30518.05463,20459.88095,85,14,gs
314,31220.84017,20459.88095,90,15,gs
315,28383.155510000004,20459.88095,95,16,gs
316,28592.27875,20459.88095,105,17,gs
317,34879.28103,20459.88095,110,18,gs
318,30612.25273,20459.88095,115,19,gs
319,30124.26938,20459.88095,120,20,gs
320,44600.73576,20459.88095,125,21,gs
321,33367.90215,20459.88095,130,22,gs
322,31879.06789,20459.88095,135,23,gs
323,26168.22585,20459.88095,140,24,gs
324,32064.43368,20459.88095,140,25,gs
325,29107.27871,20459.88095,150,26,gs
326,30800.05042,20459.88095,155,27,gs
327,27382.050010000006,20459.88095,165,28,gs
328,29196.95527,20459.88095,175,29,gs
329,50413.90706000001,20459.88095,185,30,gs
330,28994.39755,20459.88095,195,31,gs
331,77171.59658,20459.88095,200,32,gs
332,30138.68243,20459.88095,210,33,gs
333,29490.27002,20459.88095,215,34,gs
334,24660.32613,20459.88095,220,35,gs
335,27667.89749,20459.88095,225,36,gs
336,33517.48649,20459.88095,230,37,gs
337,30598.28492,20459.88095,230,38,gs
338,40918.56659,20459.88095,240,39,gs
339,31576.01052,20459.88095,245,40,gs
340,24129.27329,20459.88095,250,41,gs
341,29372.15084,20459.88095,255,42,gs
342,28756.23663,20459.88095,260,43,gs
343,31147.611930000006,20459.88095,265,44,gs
344,22988.88909,20459.88095,265,45,gs
345,27755.23482,20459.88095,270,46,gs
346,29147.711860000003,20459.88095,280,47,gs
347,30421.88023,20459.88095,295,48,gs
348,47487.2178,20459.88095,300,49,gs
349,37484.78227,20459.88095,310,50,gs
350,26346.2726,20459.88095,315,51,gs
351,30637.54329,20459.88095,325,52,gs
352,26327.98292,20459.88095,335,53,gs
353,30349.39184,20459.88095,340,54,gs
354,32821.32047,20459.88095,345,55,gs
355,31223.88241,20459.88095,350,56,gs
356,27319.98022,20459.88095,360,57,gs
357,28005.38709,20459.88095,365,58,gs
358,34569.922,20459.88095,375,59,gs
359,30798.764580000006,20459.88095,380,60,gs
360,30606.07815,20459.88095,385,61,gs
361,36339.53252,20459.88095,390,62,gs
362,31970.31478,20459.88095,395,63,gs
363,29605.425710000003,20459.88095,400,64,gs
364,30759.48665,20459.88095,410,65,gs
365,27602.04663,20459.88095,415,66,gs
366,29945.14469,20459.88095,420,67,gs
367,36860.75174,20459.88095,435,68,gs
368,30499.51425,20459.88095,440,69,gs
369,27769.58138,20459.88095,440,70,gs
370,40843.90546,20459.88095,455,71,gs
371,29401.63288,20459.88095,460,72,gs
372,25281.09937,20459.88095,465,73,gs
373,27610.35877,20459.88095,475,74,gs
374,34364.07938,20459.88095,480,75,gs
375,66887.68009,20459.88095,490,76,gs
376,32234.18708,20459.88095,500,77,gs
377,28380.46309,20459.88095,505,78,gs
378,31244.21965,20459.88095,510,79,gs
379,21667.44739,20459.88095,515,80,gs
380,23887.02462,20459.88095,520,81,gs
381,29016.52089,20459.88095,525,82,gs
382,31313.423410000007,20459.88095,530,83,gs
383,30747.74598,20459.88095,535,84,gs
384,24098.7671,20459.88095,545,85,gs
385,31154.96944,20459.88095,550,86,gs
386,24028.28596,20459.88095,555,87,gs
387,37843.31891,20459.88095,560,88,gs
388,25987.53139,20459.88095,565,89,gs
389,30326.3829,20459.88095,570,90,gs
390,32487.86977,20459.88095,580,91,gs
391,31479.378630000007,20459.88095,585,92,gs
392,34432.99532,20459.88095,590,93,gs
393,29119.08094,20459.88095,595,94,gs
394,32478.49665,20459.88095,600,95,gs
395,30555.30847,20459.88095,610,96,gs
396,29146.48749,20459.88095,620,97,gs
397,26333.33114,20459.88095,625,98,gs
398,30377.9426,20459.88095,640,99,gs
399,31874.7699,20459.88095,645,100,gs
400,30323.558910000003,30323.558910000003,5,1,gs
401,30222.02229,30222.02229,10,2,gs
402,30298.94178,30222.02229,15,3,gs
403,75379.47446,30222.02229,20,4,gs
404,31826.160260000004,30222.02229,30,5,gs
405,31553.83323,30222.02229,35,6,gs
406,28730.653410000006,28730.653410000006,40,7,gs
407,30595.07117,28730.653410000006,45,8,gs
408,28816.84553,28730.653410000006,55,9,gs
409,28392.67551,28392.67551,60,10,gs
410,28593.78649,28392.67551,70,11,gs
411,32082.24703,28392.67551,75,12,gs
412,34245.95951,28392.67551,80,13,gs
413,28331.56265,28331.56265,90,14,gs
414,30718.94871,28331.56265,95,15,gs
415,31536.02592,28331.56265,105,16,gs
416,28025.192110000004,28025.192110000004,105,17,gs
417,29661.36673,28025.192110000004,115,18,gs
418,20072.59373,20072.59373,115,19,gs
419,28664.115060000004,20072.59373,120,20,gs
420,27089.55298,20072.59373,135,21,gs
421,30700.53937,20072.59373,140,22,gs
422,26372.87068,20072.59373,145,23,gs
423,31665.77678,20072.59373,145,24,gs
424,29396.47129,20072.59373,155,25,gs
425,28941.42484,20072.59373,160,26,gs
426,29534.34945,20072.59373,165,27,gs
427,28886.77218,20072.59373,170,28,gs
428,26378.78187,20072.59373,175,29,gs
429,26763.98655,20072.59373,180,30,gs
430,29839.05296,20072.59373,190,31,gs
431,27356.58944,20072.59373,190,32,gs
432,30953.119510000004,20072.59373,200,33,gs
433,47311.02657,20072.59373,205,34,gs
434,34179.17643,20072.59373,210,35,gs
435,32423.20393,20072.59373,215,36,gs
436,35406.652180000005,20072.59373,225,37,gs
437,21834.42043,20072.59373,225,38,gs
438,28528.26432,20072.59373,230,39,gs
439,29506.04094,20072.59373,240,40,gs
440,26720.42264,20072.59373,240,41,gs
441,33390.18074,20072.59373,245,42,gs
442,28925.239610000004,20072.59373,255,43,gs
443,23465.41021,20072.59373,260,44,gs
444,27952.23329,20072.59373,265,45,gs
445,29766.3843,20072.59373,270,46,gs
446,33316.253130000005,20072.59373,275,47,gs
447,35286.26104,20072.59373,280,48,gs
448,32384.55278,20072.59373,285,49,gs
449,31020.45947,20072.59373,290,50,gs
450,30970.45649,20072.59373,295,51,gs
451,25923.73089,20072.59373,295,52,gs
452,31965.19057,20072.59373,305,53,gs
453,27942.89581,20072.59373,315,54,gs
454,29714.76459,20072.59373,320,55,gs
455,28812.57864,20072.59373,330,56,gs
456,29454.11284,20072.59373,330,57,gs
457,31991.4425,20072.59373,340,58,gs
458,22582.54234,20072.59373,340,59,gs
459,29626.33609,20072.59373,355,60,gs
460,40182.77342,20072.59373,360,61,gs
461,32263.6332,20072.59373,360,62,gs
462,33119.27312,20072.59373,365,63,gs
463,27181.86712,20072.59373,370,64,gs
464,32087.804180000006,20072.59373,370,65,gs
465,28568.54754,20072.59373,375,66,gs
466,40613.20653,20072.59373,385,67,gs
467,30024.66901,20072.59373,385,68,gs
468,27705.6182,20072.59373,395,69,gs
469,32739.14718,20072.59373,405,70,gs
470,31477.1884,20072.59373,410,71,gs
471,22651.4702,20072.59373,415,72,gs
472,33617.86798,20072.59373,420,73,gs
473,27006.85559,20072.59373,425,74,gs
474,29052.398060000003,20072.59373,430,75,gs
475,29378.55394,20072.59373,435,76,gs
476,33671.73236,20072.59373,440,77,gs
477,31243.715330000006,20072.59373,445,78,gs
478,28449.41459,20072.59373,455,79,gs
479,42936.22658,20072.59373,460,80,gs
480,30610.65897,20072.59373,465,81,gs
481,24100.35499,20072.59373,470,82,gs
482,33377.79735,20072.59373,475,83,gs
483,32400.04807,20072.59373,485,84,gs
484,25447.72663,20072.59373,495,85,gs
485,31536.70502,20072.59373,500,86,gs
486,27578.20171,20072.59373,505,87,gs
487,30932.32602,20072.59373,510,88,gs
488,32112.44939,20072.59373,515,89,gs
489,24626.40521,20072.59373,520,90,gs
490,27161.73645,20072.59373,525,91,gs
491,23851.12753,20072.59373,535,92,gs
492,31982.06263,20072.59373,540,93,gs
493,36771.07961,20072.59373,545,94,gs
494,29636.137110000003,20072.59373,550,95,gs
495,26981.55513,20072.59373,555,96,gs
496,24131.94806,20072.59373,560,97,gs
497,44758.78916,20072.59373,565,98,gs
498,32422.06565,20072.59373,575,99,gs
499,37241.86761,20072.59373,580,100,gs
500,29499.48918,29499.48918,10,1,gs
501,30725.84698,29499.48918,15,2,gs
502,31816.76822,29499.48918,25,3,gs
503,32102.45667,29499.48918,30,4,gs
504,31554.99017,29499.48918,35,5,gs
505,31259.15721,29499.48918,40,6,gs
506,25379.11433,25379.11433,45,7,gs
507,31900.943160000006,25379.11433,50,8,gs
508,52764.2105,25379.11433,55,9,gs
509,31632.33344,25379.11433,60,10,gs
510,29624.17015,25379.11433,65,11,gs
511,30512.493210000004,25379.11433,75,12,gs
512,27490.85612,25379.11433,80,13,gs
513,30501.06535,25379.11433,85,14,gs
514,26905.861780000007,25379.11433,90,15,gs
515,29294.69993,25379.11433,95,16,gs
516,30777.7263,25379.11433,100,17,gs
517,51878.93728,25379.11433,105,18,gs
518,27223.93915,25379.11433,115,19,gs
519,31900.75696,25379.11433,120,20,gs
520,25799.09641,25379.11433,130,21,gs
521,30508.57439,25379.11433,135,22,gs
522,30305.89617,25379.11433,140,23,gs
523,31734.4072,25379.11433,145,24,gs
524,32921.04568,25379.11433,150,25,gs
525,38888.20412,25379.11433,155,26,gs
526,49676.79961,25379.11433,160,27,gs
527,29542.79059,25379.11433,165,28,gs
528,29640.4446,25379.11433,170,29,gs
529,30222.57724,25379.11433,180,30,gs
530,31963.94152,25379.11433,185,31,gs
531,27570.86226,25379.11433,185,32,gs
532,29668.60522,25379.11433,195,33,gs
533,28905.92663,25379.11433,195,34,gs
534,29794.61972,25379.11433,205,35,gs
535,30093.62711,25379.11433,215,36,gs
536,24791.08542,24791.08542,215,37,gs
537,30751.03823,24791.08542,225,38,gs
538,26501.8405,24791.08542,230,39,gs
539,33424.48817,24791.08542,235,40,gs
540,28182.1085,24791.08542,240,41,gs
541,30135.3419,24791.08542,245,42,gs
542,30848.43863,24791.08542,250,43,gs
543,26896.64873,24791.08542,265,44,gs
544,35758.81929,24791.08542,265,45,gs
545,33054.5244,24791.08542,270,46,gs
546,28301.7393,24791.08542,275,47,gs
547,24659.59959,24659.59959,280,48,gs
548,26057.0486,24659.59959,285,49,gs
549,33226.09074,24659.59959,295,50,gs
550,69018.83813999999,24659.59959,300,51,gs
551,26917.38582,24659.59959,310,52,gs
552,33696.57384,24659.59959,315,53,gs
553,53355.39733,24659.59959,325,54,gs
554,31677.35657,24659.59959,330,55,gs
555,31496.58923,24659.59959,340,56,gs
556,29223.20257,24659.59959,350,57,gs
557,26019.00188,24659.59959,355,58,gs
558,29781.35726,24659.59959,360,59,gs
559,31994.571410000004,24659.59959,365,60,gs
560,34202.53016,24659.59959,365,61,gs
561,57042.39119,24659.59959,375,62,gs
562,29526.68255,24659.59959,385,63,gs
563,58221.20789,24659.59959,390,64,gs
564,30937.517860000004,24659.59959,400,65,gs
565,29478.93975,24659.59959,405,66,gs
566,24174.20408,24174.20408,410,67,gs
567,30180.08805,24174.20408,415,68,gs
568,31803.61757,24174.20408,420,69,gs
569,31682.68974,24174.20408,425,70,gs
570,29755.41422,24174.20408,430,71,gs
571,34734.56538,24174.20408,435,72,gs
572,22515.09811,22515.09811,440,73,gs
573,30922.32059,22515.09811,445,74,gs
574,28086.63769,22515.09811,450,75,gs
575,31930.29109,22515.09811,455,76,gs
576,31812.4744,22515.09811,460,77,gs
577,32002.32839,22515.09811,465,78,gs
578,29710.22704,22515.09811,475,79,gs
579,29124.68082,22515.09811,480,80,gs
580,35734.6501,22515.09811,485,81,gs
581,26477.77933,22515.09811,495,82,gs
582,27366.95808,22515.09811,500,83,gs
583,28681.19049,22515.09811,505,84,gs
584,28100.43354,22515.09811,510,85,gs
585,31723.9634,22515.09811,515,86,gs
586,48118.4399,22515.09811,525,87,gs
587,30667.65365,22515.09811,530,88,gs
588,25984.90124,22515.09811,530,89,gs
589,27552.672360000004,22515.09811,535,90,gs
590,34212.3742,22515.09811,540,91,gs
591,28092.27195,22515.09811,550,92,gs
592,32171.62392,22515.09811,550,93,gs
593,44461.92095,22515.09811,560,94,gs
594,29484.5238,22515.09811,560,95,gs
595,24028.70528,22515.09811,565,96,gs
596,31446.95582,22515.09811,570,97,gs
597,29710.38949,22515.09811,575,98,gs
598,26033.831830000006,22515.09811,580,99,gs
599,29275.42217,22515.09811,590,100,gs
600,26003.19958,26003.19958,5,1,gs
601,27937.58597,26003.19958,20,2,gs
602,47016.36217,26003.19958,25,3,gs
603,49484.48753,26003.19958,35,4,gs
604,28692.98781,26003.19958,40,5,gs
605,31813.85643,26003.19958,45,6,gs
606,32900.0745,26003.19958,50,7,gs
607,36205.63085,26003.19958,55,8,gs
608,29120.53575,26003.19958,60,9,gs
609,29599.24233,26003.19958,70,10,gs
610,25648.84626,25648.84626,75,11,gs
611,32210.32566,25648.84626,80,12,gs
612,36483.82615,25648.84626,85,13,gs
613,29913.129060000007,25648.84626,90,14,gs
614,31595.39137,25648.84626,100,15,gs
615,26995.967480000007,25648.84626,100,16,gs
616,31578.390580000007,25648.84626,105,17,gs
617,32187.41314,25648.84626,110,18,gs
618,30935.36744,25648.84626,120,19,gs
619,30404.45929,25648.84626,125,20,gs
620,41137.97431000001,25648.84626,130,21,gs
621,30282.38593,25648.84626,140,22,gs
622,25568.32065,25568.32065,145,23,gs
623,30527.66834,25568.32065,150,24,gs
624,30311.21448,25568.32065,155,25,gs
625,31334.01346,25568.32065,170,26,gs
626,30963.763130000007,25568.32065,180,27,gs
627,31033.55245,25568.32065,185,28,gs
628,27794.72577,25568.32065,190,29,gs
629,28878.89873,25568.32065,195,30,gs
630,31395.93774,25568.32065,210,31,gs
631,30243.49109,25568.32065,215,32,gs
632,49169.41541,25568.32065,230,33,gs
633,31463.30782,25568.32065,230,34,gs
634,28386.40258,25568.32065,235,35,gs
635,32009.97408,25568.32065,240,36,gs
636,29632.17127,25568.32065,245,37,gs
637,29156.05869,25568.32065,250,38,gs
638,29721.28828,25568.32065,255,39,gs
639,36957.42533,25568.32065,260,40,gs
640,33034.75007,25568.32065,270,41,gs
641,27135.94787,25568.32065,275,42,gs
642,29869.84098,25568.32065,280,43,gs
643,85577.58676,25568.32065,285,44,gs
644,35750.2448,25568.32065,290,45,gs
645,26923.93037,25568.32065,300,46,gs
646,34621.063480000004,25568.32065,305,47,gs
647,23710.53398,23710.53398,305,48,gs
648,30104.37001,23710.53398,310,49,gs
649,34660.64735,23710.53398,315,50,gs
650,26933.08382,23710.53398,320,51,gs
651,51868.0332,23710.53398,325,52,gs
652,36912.50999,23710.53398,330,53,gs
653,33319.098439999994,23710.53398,330,54,gs
654,33546.57835,23710.53398,340,55,gs
655,34821.47653,23710.53398,345,56,gs
656,32292.6373,23710.53398,350,57,gs
