,loss,best_loss,timepoint,iteration,tuna
657,32001.95764,23710.53398,355,58,gs
658,23332.06898,23332.06898,360,59,gs
659,32334.64436,23332.06898,365,60,gs
660,32690.2175,23332.06898,365,61,gs
661,29066.27705,23332.06898,370,62,gs
662,31235.98358,23332.06898,385,63,gs
663,31428.76828,23332.06898,390,64,gs
664,33570.00761,23332.06898,395,65,gs
665,25949.0569,23332.06898,400,66,gs
666,25087.04638,23332.06898,405,67,gs
667,76957.02762000001,23332.06898,410,68,gs
668,29080.49718,23332.06898,415,69,gs
669,30370.36936,23332.06898,420,70,gs
670,30413.265,23332.06898,430,71,gs
671,27611.45362,23332.06898,435,72,gs
672,30651.13736,23332.06898,440,73,gs
673,28739.62247,23332.06898,450,74,gs
674,32730.41194,23332.06898,455,75,gs
675,31684.16687,23332.06898,460,76,gs
676,47357.17817,23332.06898,465,77,gs
677,29487.72323,23332.06898,475,78,gs
678,31690.08585,23332.06898,480,79,gs
679,29157.71087,23332.06898,485,80,gs
680,30161.05182,23332.06898,490,81,gs
681,41411.54639,23332.06898,500,82,gs
682,27578.32402,23332.06898,505,83,gs
683,28118.79525,23332.06898,510,84,gs
684,30577.14996,23332.06898,515,85,gs
685,32029.6237,23332.06898,520,86,gs
686,31940.07169,23332.06898,535,87,gs
687,27566.801310000006,23332.06898,545,88,gs
688,28482.96044,23332.06898,555,89,gs
689,30090.07922,23332.06898,565,90,gs
690,29375.73193,23332.06898,575,91,gs
691,35714.27246,23332.06898,585,92,gs
692,26030.57595,23332.06898,585,93,gs
693,28295.32273,23332.06898,590,94,gs
694,41236.70862,23332.06898,595,95,gs
695,27664.58534,23332.06898,605,96,gs
696,34174.99159,23332.06898,605,97,gs
697,27308.57274,23332.06898,610,98,gs
698,49462.1064,23332.06898,615,99,gs
699,30561.16746,23332.06898,625,100,gs
700,39389.29812,39389.29812,5,1,gs
701,29040.44109,29040.44109,10,2,gs
702,28873.12784,28873.12784,20,3,gs
703,32631.6054,28873.12784,25,4,gs
704,33863.96751,28873.12784,35,5,gs
705,30830.769760000006,28873.12784,45,6,gs
706,32001.85476,28873.12784,50,7,gs
707,31169.78666,28873.12784,55,8,gs
708,31352.83521,28873.12784,60,9,gs
709,29087.22639,28873.12784,70,10,gs
710,23982.24573,23982.24573,75,11,gs
711,31294.57267,23982.24573,85,12,gs
712,30316.10364,23982.24573,85,13,gs
713,30450.66374,23982.24573,90,14,gs
714,29153.116980000006,23982.24573,100,15,gs
715,47290.41251,23982.24573,105,16,gs
716,26875.14939,23982.24573,110,17,gs
717,30222.30428,23982.24573,125,18,gs
718,26864.05013,23982.24573,125,19,gs
719,32361.410710000004,23982.24573,135,20,gs
720,33487.10414,23982.24573,135,21,gs
721,26528.33687,23982.24573,140,22,gs
722,28632.34007,23982.24573,150,23,gs
723,22080.51553,22080.51553,150,24,gs
724,30440.99079,22080.51553,160,25,gs
725,23911.394330000006,22080.51553,165,26,gs
726,31701.45331,22080.51553,170,27,gs
727,29419.77728,22080.51553,175,28,gs
728,28836.381380000006,22080.51553,185,29,gs
729,29835.99524,22080.51553,190,30,gs
730,30450.4892,22080.51553,200,31,gs
731,32697.27492,22080.51553,205,32,gs
732,27370.25786,22080.51553,205,33,gs
733,30306.16703,22080.51553,210,34,gs
734,37606.53082,22080.51553,215,35,gs
735,30380.500330000006,22080.51553,220,36,gs
736,27183.64922,22080.51553,230,37,gs
737,26418.97361,22080.51553,240,38,gs
738,35736.09051,22080.51553,245,39,gs
739,34095.74682,22080.51553,250,40,gs
740,28077.15039,22080.51553,255,41,gs
741,27950.59548,22080.51553,260,42,gs
742,35585.51846,22080.51553,265,43,gs
743,30875.484460000003,22080.51553,270,44,gs
744,30022.02608,22080.51553,280,45,gs
745,31047.46998,22080.51553,285,46,gs
746,27570.41828,22080.51553,290,47,gs
747,29260.04419,22080.51553,300,48,gs
748,33492.20638,22080.51553,325,49,gs
749,30101.51112,22080.51553,330,50,gs
750,30297.74287,22080.51553,335,51,gs
751,31888.57289,22080.51553,340,52,gs
752,33094.69678,22080.51553,350,53,gs
753,29118.36017,22080.51553,360,54,gs
754,29468.75237,22080.51553,365,55,gs
755,30326.47643,22080.51553,370,56,gs
756,26742.25491,22080.51553,375,57,gs
757,29989.34642,22080.51553,375,58,gs
758,29082.44813,22080.51553,380,59,gs
759,29718.60727,22080.51553,390,60,gs
760,24623.70695,22080.51553,395,61,gs
761,29986.22427,22080.51553,395,62,gs
762,32820.69757,22080.51553,400,63,gs
763,28420.68588,22080.51553,410,64,gs
764,31581.49299,22080.51553,415,65,gs
765,27247.01497,22080.51553,420,66,gs
766,42313.19077,22080.51553,425,67,gs
767,31104.8509,22080.51553,430,68,gs
768,29876.173560000007,22080.51553,440,69,gs
769,28166.08775,22080.51553,445,70,gs
770,34479.37149,22080.51553,450,71,gs
771,30868.01964,22080.51553,455,72,gs
772,24219.87613,22080.51553,460,73,gs
773,35008.209780000005,22080.51553,465,74,gs
774,30253.292080000007,22080.51553,470,75,gs
775,31835.26567,22080.51553,480,76,gs
776,38499.79637,22080.51553,485,77,gs
777,28123.32544,22080.51553,490,78,gs
778,31697.43869,22080.51553,495,79,gs
779,28840.59087,22080.51553,500,80,gs
780,29557.10394,22080.51553,505,81,gs
781,28630.90087,22080.51553,510,82,gs
782,25087.14423,22080.51553,515,83,gs
783,52491.17796,22080.51553,525,84,gs
784,30319.08808,22080.51553,530,85,gs
785,33867.65236,22080.51553,535,86,gs
786,29596.99512,22080.51553,540,87,gs
787,28022.62641,22080.51553,550,88,gs
788,31191.47067,22080.51553,550,89,gs
789,24125.57905,22080.51553,560,90,gs
790,27137.19795,22080.51553,560,91,gs
791,32502.4607,22080.51553,570,92,gs
792,28132.86848,22080.51553,575,93,gs
793,30024.17177,22080.51553,580,94,gs
794,31269.33882,22080.51553,585,95,gs
795,32089.712310000006,22080.51553,585,96,gs
796,28831.647910000003,22080.51553,600,97,gs
797,22839.1375,22080.51553,600,98,gs
798,28263.30637,22080.51553,610,99,gs
799,32739.30409,22080.51553,615,100,gs
800,34459.98796000001,34459.98796000001,5,1,gs
801,28156.12603,28156.12603,10,2,gs
802,28526.77878,28156.12603,10,3,gs
803,23657.3848,23657.3848,15,4,gs
804,26412.77332,23657.3848,25,5,gs
805,28091.06158,23657.3848,25,6,gs
806,30976.07908,23657.3848,30,7,gs
807,34797.119230000004,23657.3848,40,8,gs
808,39822.03221000001,23657.3848,50,9,gs
809,29493.6801,23657.3848,55,10,gs
810,27319.56167,23657.3848,60,11,gs
811,70399.04229,23657.3848,65,12,gs
812,31026.93835,23657.3848,70,13,gs
813,27347.16088,23657.3848,75,14,gs
814,42243.25774,23657.3848,80,15,gs
815,30352.501860000004,23657.3848,90,16,gs
816,29092.37421,23657.3848,95,17,gs
817,26574.37422,23657.3848,100,18,gs
818,72266.31362,23657.3848,105,19,gs
819,32751.94968,23657.3848,115,20,gs
820,25017.40478,23657.3848,120,21,gs
821,28178.66283,23657.3848,125,22,gs
822,26973.14543,23657.3848,130,23,gs
823,36218.51877,23657.3848,140,24,gs
824,31927.56171,23657.3848,145,25,gs
825,27926.06463,23657.3848,150,26,gs
826,30302.63697,23657.3848,155,27,gs
827,29654.53698,23657.3848,165,28,gs
828,41737.29592,23657.3848,170,29,gs
829,29991.16298,23657.3848,180,30,gs
830,43664.27788,23657.3848,185,31,gs
831,30737.101410000007,23657.3848,190,32,gs
832,26664.05345,23657.3848,195,33,gs
833,29712.61433,23657.3848,200,34,gs
834,33345.99598,23657.3848,205,35,gs
835,27431.98328,23657.3848,215,36,gs
836,75509.80769,23657.3848,220,37,gs
837,36106.20699,23657.3848,230,38,gs
838,31683.47369,23657.3848,240,39,gs
839,33667.10445,23657.3848,245,40,gs
840,32573.63482,23657.3848,250,41,gs
841,29179.34905,23657.3848,260,42,gs
842,30433.72767,23657.3848,265,43,gs
843,28849.01814,23657.3848,270,44,gs
844,24531.97324,23657.3848,275,45,gs
845,23965.9417,23657.3848,280,46,gs
846,29029.49804,23657.3848,280,47,gs
847,29126.81468,23657.3848,295,48,gs
848,35896.818510000005,23657.3848,300,49,gs
849,33346.7906,23657.3848,305,50,gs
850,37952.02344,23657.3848,305,51,gs
851,29963.3835,23657.3848,310,52,gs
852,28947.90998,23657.3848,315,53,gs
853,38044.49212,23657.3848,320,54,gs
854,31657.922560000006,23657.3848,325,55,gs
855,32368.79069,23657.3848,330,56,gs
856,31733.32929,23657.3848,335,57,gs
857,31773.05181,23657.3848,340,58,gs
858,28243.64583,23657.3848,345,59,gs
859,27816.69877,23657.3848,350,60,gs
860,22323.24169,22323.24169,355,61,gs
861,29637.30204,22323.24169,355,62,gs
862,59796.20371,22323.24169,360,63,gs
863,29013.75454,22323.24169,365,64,gs
864,20927.55248,20927.55248,380,65,gs
865,30118.91614,20927.55248,390,66,gs
866,28741.55325,20927.55248,395,67,gs
867,29619.20444,20927.55248,400,68,gs
868,41802.57171,20927.55248,410,69,gs
869,27394.97325,20927.55248,415,70,gs
870,24423.221230000006,20927.55248,420,71,gs
871,29577.733860000004,20927.55248,430,72,gs
872,26688.26357,20927.55248,430,73,gs
873,28641.14763,20927.55248,435,74,gs
874,28930.03189,20927.55248,440,75,gs
875,30628.88987,20927.55248,445,76,gs
876,26380.02274,20927.55248,450,77,gs
877,33746.5483,20927.55248,455,78,gs
878,30034.59169,20927.55248,465,79,gs
879,36576.74114,20927.55248,470,80,gs
880,30526.88672,20927.55248,480,81,gs
881,29378.97752,20927.55248,490,82,gs
882,32491.68078,20927.55248,495,83,gs
883,31512.21803,20927.55248,500,84,gs
884,29640.57204,20927.55248,505,85,gs
885,50762.40024,20927.55248,515,86,gs
886,30752.0702,20927.55248,520,87,gs
887,35334.26549,20927.55248,525,88,gs
888,30433.59082,20927.55248,530,89,gs
889,28481.896010000004,20927.55248,540,90,gs
890,29748.37567,20927.55248,550,91,gs
891,28790.48552,20927.55248,555,92,gs
892,58811.60248,20927.55248,560,93,gs
893,33990.37209,20927.55248,585,94,gs
894,25056.43208,20927.55248,585,95,gs
895,33672.283789999994,20927.55248,600,96,gs
896,32237.95053,20927.55248,605,97,gs
897,26144.91687,20927.55248,610,98,gs
898,31027.78489,20927.55248,615,99,gs
899,31784.3947,20927.55248,620,100,gs
900,31022.38198,31022.38198,10,1,gs
901,29751.22885,29751.22885,15,2,gs
902,28613.958960000004,28613.958960000004,20,3,gs
903,26449.34017,26449.34017,25,4,gs
904,33649.77027,26449.34017,30,5,gs
905,31649.64453,26449.34017,35,6,gs
906,27554.72058,26449.34017,40,7,gs
907,31750.67966,26449.34017,45,8,gs
908,36550.6125,26449.34017,50,9,gs
909,33225.80438,26449.34017,55,10,gs
910,20851.67294,20851.67294,60,11,gs
911,37377.36604,20851.67294,65,12,gs
912,32207.41025,20851.67294,70,13,gs
913,35102.675,20851.67294,75,14,gs
914,29379.08438,20851.67294,75,15,gs
915,37998.42213,20851.67294,85,16,gs
916,31431.21996,20851.67294,95,17,gs
917,29947.994280000006,20851.67294,100,18,gs
918,24862.43061,20851.67294,105,19,gs
919,28933.75985,20851.67294,110,20,gs
920,38873.78429,20851.67294,115,21,gs
921,19239.32039,19239.32039,115,22,gs
922,31899.243130000006,19239.32039,125,23,gs
923,28639.93024,19239.32039,125,24,gs
924,31543.02383,19239.32039,130,25,gs
925,26218.43806,19239.32039,135,26,gs
926,23951.68192,19239.32039,140,27,gs
927,30182.18626,19239.32039,145,28,gs
928,23827.95961,19239.32039,150,29,gs
929,28500.5936,19239.32039,155,30,gs
930,29447.0458,19239.32039,160,31,gs
931,30285.18013,19239.32039,170,32,gs
932,29248.493410000006,19239.32039,180,33,gs
933,32591.867210000004,19239.32039,185,34,gs
934,30687.680630000006,19239.32039,190,35,gs
935,26699.76457,19239.32039,195,36,gs
936,29463.17483,19239.32039,210,37,gs
937,25150.60807,19239.32039,210,38,gs
938,22813.93231,19239.32039,215,39,gs
939,28462.27126,19239.32039,225,40,gs
940,30132.726510000004,19239.32039,235,41,gs
941,40078.61154,19239.32039,240,42,gs
942,33509.14256,19239.32039,245,43,gs
943,27698.22954,19239.32039,250,44,gs
944,24940.47697,19239.32039,255,45,gs
945,31193.20632,19239.32039,260,46,gs
946,33822.876410000004,19239.32039,265,47,gs
947,31871.70418,19239.32039,275,48,gs
948,29126.541060000003,19239.32039,280,49,gs
949,29192.431060000006,19239.32039,285,50,gs
950,29700.6583,19239.32039,295,51,gs
951,68749.16207,19239.32039,300,52,gs
952,31422.62106,19239.32039,305,53,gs
953,27206.52876,19239.32039,310,54,gs
954,29341.50545,19239.32039,315,55,gs
955,34994.3684,19239.32039,330,56,gs
956,30234.84479,19239.32039,330,57,gs
957,29570.78628,19239.32039,340,58,gs
958,29272.63714,19239.32039,345,59,gs
959,25336.28807,19239.32039,360,60,gs
960,29712.47522,19239.32039,365,61,gs
961,28242.79045,19239.32039,370,62,gs
962,27628.46354,19239.32039,375,63,gs
963,28832.47045,19239.32039,380,64,gs
964,28282.43327,19239.32039,390,65,gs
965,31054.16266,19239.32039,395,66,gs
966,29969.79645,19239.32039,400,67,gs
967,33241.402630000004,19239.32039,405,68,gs
968,30593.50012,19239.32039,410,69,gs
969,24086.69133,19239.32039,415,70,gs
970,29715.34038,19239.32039,420,71,gs
971,30395.58243,19239.32039,425,72,gs
972,31108.68843,19239.32039,430,73,gs
973,29908.03726,19239.32039,435,74,gs
974,28019.113380000006,19239.32039,445,75,gs
975,29329.91916,19239.32039,450,76,gs
976,26921.43942,19239.32039,455,77,gs
977,31081.83358,19239.32039,460,78,gs
978,26963.217930000006,19239.32039,465,79,gs
979,37272.67786,19239.32039,475,80,gs
980,33542.95995,19239.32039,480,81,gs
981,32241.89458,19239.32039,485,82,gs
982,30365.65307,19239.32039,495,83,gs
983,30253.37325,19239.32039,500,84,gs
984,23460.37742,19239.32039,505,85,gs
985,33103.55012,19239.32039,515,86,gs
986,26969.264560000003,19239.32039,520,87,gs
987,42873.81069,19239.32039,525,88,gs
988,29978.22746,19239.32039,530,89,gs
989,39764.6236,19239.32039,540,90,gs
990,40497.8367,19239.32039,550,91,gs
991,27449.83393,19239.32039,555,92,gs
992,33006.411,19239.32039,560,93,gs
993,32104.43914,19239.32039,565,94,gs
994,30708.59118,19239.32039,580,95,gs
995,28659.32816,19239.32039,585,96,gs
996,33064.50396,19239.32039,595,97,gs
997,28883.37189,19239.32039,600,98,gs
998,24005.02949,19239.32039,605,99,gs
999,28945.92929,19239.32039,615,100,gs
1000,31460.42985,31460.42985,5,1,gs
1001,30826.94275,30826.94275,15,2,gs
1002,29944.39643,29944.39643,20,3,gs
1003,33116.5773,29944.39643,25,4,gs
1004,33785.11229,29944.39643,30,5,gs
1005,35528.543860000005,29944.39643,30,6,gs
1006,31346.06078,29944.39643,35,7,gs
1007,36356.69109,29944.39643,50,8,gs
1008,31874.13284,29944.39643,60,9,gs
1009,29059.472960000006,29059.472960000006,60,10,gs
1010,29085.40593,29059.472960000006,65,11,gs
1011,32092.8014,29059.472960000006,75,12,gs
1012,26559.16682,26559.16682,80,13,gs
1013,31673.876910000006,26559.16682,85,14,gs
1014,28077.491680000006,26559.16682,90,15,gs
1015,63539.25196,26559.16682,95,16,gs
1016,34888.20611,26559.16682,105,17,gs
1017,30769.71304,26559.16682,110,18,gs
1018,30260.63988,26559.16682,120,19,gs
1019,29968.69575,26559.16682,125,20,gs
1020,30563.60209,26559.16682,125,21,gs
1021,25543.26373,25543.26373,130,22,gs
1022,30985.33644,25543.26373,140,23,gs
1023,30626.23882,25543.26373,145,24,gs
1024,30621.95087,25543.26373,145,25,gs
1025,31293.48969,25543.26373,155,26,gs
1026,28886.54615,25543.26373,160,27,gs
1027,28312.84729,25543.26373,165,28,gs
1028,41468.16407,25543.26373,175,29,gs
1029,33680.878110000005,25543.26373,180,30,gs
1030,64015.29968,25543.26373,185,31,gs
1031,32170.70377,25543.26373,190,32,gs
1032,31246.59812,25543.26373,195,33,gs
1033,28612.70992,25543.26373,200,34,gs
1034,29219.93927,25543.26373,205,35,gs
1035,29425.10884,25543.26373,220,36,gs
1036,32206.01124,25543.26373,225,37,gs
1037,31371.013280000006,25543.26373,230,38,gs
1038,30564.58467,25543.26373,240,39,gs
1039,26109.99306,25543.26373,240,40,gs
1040,30345.56319,25543.26373,255,41,gs
1041,31288.87328,25543.26373,270,42,gs
1042,30293.89093,25543.26373,275,43,gs
1043,34569.35171,25543.26373,280,44,gs
1044,27657.44523,25543.26373,290,45,gs
1045,30597.061760000004,25543.26373,300,46,gs
1046,29778.304480000006,25543.26373,305,47,gs
1047,27081.83332,25543.26373,310,48,gs
1048,27396.89894,25543.26373,315,49,gs
1049,30399.65187,25543.26373,325,50,gs
1050,30640.5651,25543.26373,330,51,gs
1051,30157.10299,25543.26373,335,52,gs
1052,30151.43454,25543.26373,340,53,gs
1053,29574.805710000004,25543.26373,345,54,gs
1054,30735.67608,25543.26373,350,55,gs
1055,31676.06834,25543.26373,360,56,gs
1056,30049.87172,25543.26373,365,57,gs
1057,28321.03412,25543.26373,370,58,gs
1058,20920.12707,20920.12707,370,59,gs
1059,28448.71093,20920.12707,375,60,gs
1060,29866.24618,20920.12707,385,61,gs
1061,26500.97454,20920.12707,395,62,gs
1062,28896.83823,20920.12707,400,63,gs
1063,26918.17029,20920.12707,405,64,gs
1064,32091.56147,20920.12707,415,65,gs
1065,27107.40285,20920.12707,420,66,gs
1066,30482.56877,20920.12707,425,67,gs
1067,75242.94846,20920.12707,430,68,gs
1068,31509.27938,20920.12707,440,69,gs
1069,32457.77991,20920.12707,445,70,gs
1070,29393.71319,20920.12707,450,71,gs
1071,28782.24025,20920.12707,455,72,gs
1072,36475.76425,20920.12707,460,73,gs
1073,28871.92425,20920.12707,470,74,gs
1074,31603.7226,20920.12707,480,75,gs
1075,41055.36896,20920.12707,485,76,gs
1076,31623.92048,20920.12707,490,77,gs
1077,33249.043860000005,20920.12707,500,78,gs
1078,29859.40137,20920.12707,505,79,gs
1079,32525.37125,20920.12707,515,80,gs
1080,32641.17255,20920.12707,520,81,gs
1081,31429.05365,20920.12707,525,82,gs
1082,28278.44339,20920.12707,530,83,gs
1083,28340.296510000004,20920.12707,535,84,gs
1084,31210.30512,20920.12707,545,85,gs
1085,25808.45706,20920.12707,545,86,gs
1086,32040.60894,20920.12707,550,87,gs
1087,34169.14463,20920.12707,555,88,gs
1088,32987.98818,20920.12707,565,89,gs
1089,27944.526910000004,20920.12707,570,90,gs
1090,48143.93587,20920.12707,575,91,gs
1091,31676.416230000006,20920.12707,585,92,gs
1092,37302.77402,20920.12707,590,93,gs
1093,28901.43357,20920.12707,595,94,gs
1094,34591.55677,20920.12707,600,95,gs
1095,32522.40976,20920.12707,605,96,gs
1096,28381.13041,20920.12707,610,97,gs
1097,33036.16826000001,20920.12707,610,98,gs
1098,28651.82862,20920.12707,620,99,gs
1099,30182.4015,20920.12707,625,100,gs
1100,39934.78528,39934.78528,0,1,gs
1101,25865.65292,25865.65292,10,2,gs
1102,58640.99453,25865.65292,20,3,gs
1103,30761.01416,25865.65292,25,4,gs
1104,27620.76105,25865.65292,30,5,gs
1105,30760.89715,25865.65292,35,6,gs
1106,30661.34647,25865.65292,40,7,gs
1107,29420.55179,25865.65292,45,8,gs
1108,29906.9413,25865.65292,50,9,gs
1109,34427.87669,25865.65292,55,10,gs
1110,27895.671810000003,25865.65292,60,11,gs
1111,30775.98681,25865.65292,65,12,gs
1112,34644.97026,25865.65292,70,13,gs
1113,30361.74271,25865.65292,75,14,gs
1114,28298.87853,25865.65292,80,15,gs
1115,27703.34833,25865.65292,90,16,gs
1116,28348.86036,25865.65292,95,17,gs
1117,32403.274380000006,25865.65292,100,18,gs
1118,33157.96666000001,25865.65292,105,19,gs
1119,30199.60305,25865.65292,110,20,gs
1120,26962.18539,25865.65292,115,21,gs
1121,29589.50579,25865.65292,120,22,gs
1122,25004.48474,25004.48474,125,23,gs
1123,34217.9534,25004.48474,135,24,gs
1124,31018.283580000007,25004.48474,140,25,gs
1125,29695.03965,25004.48474,145,26,gs
1126,29035.82412,25004.48474,155,27,gs
1127,30751.069010000007,25004.48474,165,28,gs
1128,29416.30399,25004.48474,170,29,gs
1129,31806.46123,25004.48474,180,30,gs
1130,30575.42157,25004.48474,185,31,gs
1131,25620.73612,25004.48474,190,32,gs
1132,29887.934460000004,25004.48474,195,33,gs
1133,36948.13525,25004.48474,205,34,gs
1134,28817.07912,25004.48474,210,35,gs
1135,30056.20484,25004.48474,215,36,gs
1136,37072.72133,25004.48474,225,37,gs
1137,29047.54499,25004.48474,235,38,gs
1138,40779.88254,25004.48474,235,39,gs
1139,27683.02298,25004.48474,245,40,gs
1140,22888.57205,22888.57205,250,41,gs
1141,29421.20185,22888.57205,255,42,gs
1142,27730.19327,22888.57205,260,43,gs
1143,34134.43105,22888.57205,265,44,gs
1144,26234.96407,22888.57205,270,45,gs
1145,32351.50166,22888.57205,270,46,gs
1146,27447.49116,22888.57205,280,47,gs
1147,27162.14032,22888.57205,280,48,gs
1148,32713.27089,22888.57205,290,49,gs
1149,28937.1926,22888.57205,300,50,gs
1150,29024.41385,22888.57205,310,51,gs
1151,26983.848830000006,22888.57205,315,52,gs
1152,23102.71185,22888.57205,320,53,gs
1153,27239.15962,22888.57205,325,54,gs
1154,31005.27526,22888.57205,335,55,gs
1155,30054.9656,22888.57205,340,56,gs
1156,29658.38699,22888.57205,345,57,gs
1157,27769.8021,22888.57205,350,58,gs
1158,25832.56646,22888.57205,360,59,gs
1159,25418.66922,22888.57205,360,60,gs
1160,30608.17912,22888.57205,365,61,gs
1161,27208.7347,22888.57205,370,62,gs
1162,32782.52166000001,22888.57205,375,63,gs
1163,31329.53528,22888.57205,380,64,gs
1164,32806.92063,22888.57205,390,65,gs
1165,29334.13667,22888.57205,395,66,gs
1166,28502.0503,22888.57205,400,67,gs
1167,26560.00214,22888.57205,405,68,gs
1168,26765.00213,22888.57205,410,69,gs
1169,25893.73129,22888.57205,415,70,gs
1170,29229.5433,22888.57205,420,71,gs
1171,30476.05475,22888.57205,430,72,gs
1172,27868.84705,22888.57205,435,73,gs
1173,29875.21818,22888.57205,440,74,gs
1174,33182.895280000004,22888.57205,445,75,gs
1175,31095.53528,22888.57205,450,76,gs
1176,31118.63059,22888.57205,455,77,gs
1177,32899.94872,22888.57205,460,78,gs
1178,32253.251010000004,22888.57205,465,79,gs
1179,34204.849310000005,22888.57205,470,80,gs
1180,29942.19642,22888.57205,480,81,gs
1181,30023.07123,22888.57205,485,82,gs
1182,29121.60274,22888.57205,495,83,gs
1183,24802.35268,22888.57205,500,84,gs
1184,68114.12552999999,22888.57205,520,85,gs
1185,26967.912010000004,22888.57205,525,86,gs
1186,25157.82991,22888.57205,530,87,gs
1187,32137.94872,22888.57205,535,88,gs
1188,30679.77688,22888.57205,545,89,gs
1189,30812.36377,22888.57205,555,90,gs
1190,27013.11233,22888.57205,565,91,gs
1191,31578.100660000004,22888.57205,570,92,gs
1192,28432.26837,22888.57205,580,93,gs
1193,33410.96204,22888.57205,585,94,gs
1194,31383.79359,22888.57205,590,95,gs
1195,30882.62774,22888.57205,595,96,gs
1196,28458.76014,22888.57205,605,97,gs
1197,30585.47052,22888.57205,610,98,gs
1198,31145.58245,22888.57205,615,99,gs
1199,26870.20433,22888.57205,620,100,gs
1200,27798.67279,27798.67279,5,1,gs
1201,27650.54569,27650.54569,10,2,gs
1202,42648.69612,27650.54569,20,3,gs
1203,30641.23783,27650.54569,30,4,gs
1204,26008.64343,26008.64343,35,5,gs
1205,23203.47636,23203.47636,40,6,gs
1206,31482.10353,23203.47636,45,7,gs
1207,32315.28058,23203.47636,45,8,gs
1208,32609.65059,23203.47636,50,9,gs
1209,32808.41148,23203.47636,55,10,gs
1210,30392.003210000006,23203.47636,65,11,gs
1211,30096.06501,23203.47636,70,12,gs
1212,31125.1627,23203.47636,75,13,gs
1213,38870.74482,23203.47636,80,14,gs
1214,35192.97407,23203.47636,85,15,gs
1215,27076.81946,23203.47636,100,16,gs
1216,29235.86275,23203.47636,100,17,gs
1217,30258.47326,23203.47636,105,18,gs
1218,29652.91032,23203.47636,110,19,gs
1219,28631.27217,23203.47636,120,20,gs
1220,28190.27908,23203.47636,125,21,gs
1221,27605.183310000004,23203.47636,135,22,gs
1222,28485.81647,23203.47636,145,23,gs
1223,22288.71998,22288.71998,145,24,gs
1224,65847.93467999999,22288.71998,155,25,gs
1225,31842.60014,22288.71998,160,26,gs
1226,78038.05426,22288.71998,165,27,gs
1227,26631.3239,22288.71998,170,28,gs
1228,25612.17993,22288.71998,175,29,gs
1229,35711.12774,22288.71998,180,30,gs
1230,31425.6881,22288.71998,190,31,gs
1231,34971.25393,22288.71998,200,32,gs
1232,27943.82013,22288.71998,210,33,gs
1233,26292.27029,22288.71998,225,34,gs
1234,30599.91456,22288.71998,230,35,gs
1235,31771.825460000004,22288.71998,235,36,gs
1236,28328.88592,22288.71998,240,37,gs
1237,31927.44219,22288.71998,245,38,gs
1238,28914.64063,22288.71998,250,39,gs
1239,31433.508060000004,22288.71998,260,40,gs
1240,67687.73354,22288.71998,265,41,gs
1241,32671.94342,22288.71998,270,42,gs
1242,31501.12794,22288.71998,285,43,gs
1243,29813.26802,22288.71998,295,44,gs
1244,28783.6572,22288.71998,295,45,gs
1245,43809.84175,22288.71998,305,46,gs
1246,24406.51722,22288.71998,310,47,gs
1247,29280.94856,22288.71998,320,48,gs
1248,31914.77952,22288.71998,325,49,gs
1249,29457.70115,22288.71998,330,50,gs
1250,29816.30118,22288.71998,340,51,gs
1251,31156.07124,22288.71998,350,52,gs
1252,30123.32979,22288.71998,355,53,gs
1253,34583.60723,22288.71998,360,54,gs
1254,26981.84296,22288.71998,370,55,gs
1255,49640.58849,22288.71998,375,56,gs
1256,33784.334910000005,22288.71998,385,57,gs
1257,30433.20494,22288.71998,390,58,gs
1258,34845.90928,22288.71998,395,59,gs
1259,32620.20207,22288.71998,400,60,gs
1260,24827.3766,22288.71998,405,61,gs
1261,35508.70152,22288.71998,415,62,gs
1262,26991.833130000006,22288.71998,420,63,gs
1263,29868.72186,22288.71998,425,64,gs
1264,24157.5815,22288.71998,435,65,gs
1265,23185.30854,22288.71998,440,66,gs
1266,30877.83876,22288.71998,450,67,gs
1267,32285.31569,22288.71998,455,68,gs
1268,30153.549280000007,22288.71998,460,69,gs
1269,29391.72749,22288.71998,470,70,gs
1270,26073.32713,22288.71998,475,71,gs
1271,31080.581830000006,22288.71998,480,72,gs
1272,32497.21176,22288.71998,485,73,gs
1273,33379.03019,22288.71998,500,74,gs
1274,28896.60953,22288.71998,505,75,gs
1275,36648.87617,22288.71998,515,76,gs
1276,63504.50447000001,22288.71998,525,77,gs
1277,31761.23568,22288.71998,530,78,gs
1278,32707.01469,22288.71998,535,79,gs
1279,32415.12261,22288.71998,545,80,gs
1280,30226.20099,22288.71998,555,81,gs
1281,32211.94763,22288.71998,560,82,gs
1282,30191.80786,22288.71998,565,83,gs
1283,28979.80751,22288.71998,570,84,gs
1284,27236.8676,22288.71998,575,85,gs
1285,30089.900810000006,22288.71998,590,86,gs
1286,31325.89139,22288.71998,595,87,gs
1287,26489.16913,22288.71998,605,88,gs
1288,33183.06106,22288.71998,610,89,gs
1289,32801.09652,22288.71998,615,90,gs
1290,31655.87788,22288.71998,625,91,gs
1291,31352.59017,22288.71998,630,92,gs
1292,29762.9807,22288.71998,635,93,gs
1293,26441.55458,22288.71998,645,94,gs
1294,31664.5155,22288.71998,655,95,gs
1295,28288.34626,22288.71998,655,96,gs
1296,28214.71947,22288.71998,665,97,gs
1297,26975.55615,22288.71998,670,98,gs
1298,22167.1414,22167.1414,675,99,gs
1299,27175.70301,22167.1414,680,100,gs
