loss,best_loss,timepoint,iteration
48443.30878771546,48443.30878771546,8.230535745620728,1
30693.365783963305,30693.365783963305,13.456570386886597,2
26890.09240438722,26890.09240438722,25.33636593818665,3
30143.501965119267,26890.09240438722,34.120894193649285,4
30787.70779621253,26890.09240438722,39.231236219406135,5
31645.739385471268,26890.09240438722,53.14306044578552,6
27037.49820559875,26890.09240438722,60.50139617919922,7
30558.219741440284,26890.09240438722,82.42184925079346,8
30307.077776510567,26890.09240438722,88.90050268173219,9
40977.037208150046,26890.09240438722,99.51015114784241,10
29062.252382921157,26890.09240438722,116.9475553035736,11
30301.212974519,26890.09240438722,122.20949172973631,12
30827.193784953502,26890.09240438722,125.67123937606813,13
34596.688985656896,26890.09240438722,131.95644307136536,14
30660.404418523634,26890.09240438722,138.23666214942932,15
34105.76738525779,26890.09240438722,148.9470694065094,16
29549.57360274279,26890.09240438722,159.2129364013672,17
29428.92818570168,26890.09240438722,171.96087169647217,18
52999.10606261278,26890.09240438722,176.64040780067444,19
28969.01791571836,26890.09240438722,181.96118068695068,20
25250.331105798417,25250.331105798417,188.79388880729675,21
35026.608190402214,25250.331105798417,192.4431335926056,22
32776.95795808608,25250.331105798417,212.881516456604,23
30274.821065950826,25250.331105798417,230.77071213722232,24
28006.798054695533,25250.331105798417,236.573224067688,25
20367.84501677772,20367.84501677772,242.5592076778412,26
31977.49011396968,20367.84501677772,248.94215059280398,27
25395.281473548217,20367.84501677772,261.9503886699676,28
30870.645727134637,20367.84501677772,273.65211820602417,29
48148.94618206078,20367.84501677772,281.5829224586487,30
24243.86285529712,20367.84501677772,288.4425926208496,31
23533.865737312,20367.84501677772,296.52898359298706,32
29405.755588130272,20367.84501677772,305.74435639381414,33
23579.82208443487,20367.84501677772,313.48566961288446,34
28389.443547590807,20367.84501677772,318.1003684997558,35
31510.53952635826,20367.84501677772,325.7259974479676,36
26618.26858336612,20367.84501677772,329.5407638549805,37
22499.112345211408,20367.84501677772,338.5796074867248,38
24297.83241399696,20367.84501677772,346.27607703208923,39
29475.206122429565,20367.84501677772,350.5077340602875,40
25116.947166019694,20367.84501677772,356.0701313018799,41
23021.60429476393,20367.84501677772,363.9730110168457,42
22488.582733241547,20367.84501677772,370.17762064933777,43
42363.48660118809,20367.84501677772,378.83348727226263,44
29401.65061507518,20367.84501677772,386.058180809021,45
24609.016500053433,20367.84501677772,393.7655851840973,46
27323.061943303666,20367.84501677772,405.7695076465607,47
22641.165943580567,20367.84501677772,417.9649138450623,48
22329.218375321718,20367.84501677772,427.41884994506836,49
22566.597541100673,20367.84501677772,434.5288486480713,50
22832.440262774948,20367.84501677772,442.6047418117523,51
26281.59853025313,20367.84501677772,452.08643460273737,52
26727.77299177688,20367.84501677772,466.22775173187256,53
26968.5219590998,20367.84501677772,471.0716669559479,54
22261.528233216108,20367.84501677772,476.9868631362915,55
31473.45415742019,20367.84501677772,484.2803723812103,56
23332.530094550417,20367.84501677772,493.9757087230682,57
23155.277318671582,20367.84501677772,502.3967316150665,58
24538.809180737906,20367.84501677772,516.8381989002228,59
25254.207185352767,20367.84501677772,528.7542634010315,60
21880.87010725403,20367.84501677772,534.9692668914795,61
22315.77081200215,20367.84501677772,544.5010271072389,62
22285.905233310954,20367.84501677772,550.9732046127318,63
23098.78139826956,20367.84501677772,558.8635265827179,64
22107.147380859824,20367.84501677772,565.1773653030397,65
28469.28732866514,20367.84501677772,568.990775346756,66
22780.97559567656,20367.84501677772,580.4383833408357,67
26632.09733502925,20367.84501677772,586.243931055069,68
27397.099718899703,20367.84501677772,592.3877964019774,69
21421.41089470672,20367.84501677772,598.7467172145844,70
23018.278177558754,20367.84501677772,605.4308063983917,71
22644.253922757183,20367.84501677772,613.2243645191193,72
34189.09305623329,20367.84501677772,623.0745787620543,73
30810.04393705476,20367.84501677772,629.8099827766417,74
21561.86047093394,20367.84501677772,636.9543852806091,75
23614.99874347466,20367.84501677772,643.3375558853148,76
27356.509704283722,20367.84501677772,648.2128641605377,77
30194.054120510038,20367.84501677772,659.3175559043883,78
22410.027131904608,20367.84501677772,665.8470804691315,79
31068.780568467486,20367.84501677772,671.1339507102966,80
24340.996131492342,20367.84501677772,676.9145019054413,81
28064.487837176748,20367.84501677772,684.7505624294281,82
28243.373407648887,20367.84501677772,703.4366283416748,83
30200.961730243165,20367.84501677772,707.8359048366548,84
23922.22347517721,20367.84501677772,715.2221670150757,85
42068.2820260083,20367.84501677772,723.7523365020752,86
24543.527814024837,20367.84501677772,730.7416388988495,87
23086.642370299898,20367.84501677772,736.4231956005096,88
23778.408785712094,20367.84501677772,746.4495749473572,89
21803.082421200106,20367.84501677772,752.9701507091522,90
59033.131089252034,20367.84501677772,757.7882740497589,91
24186.83008012306,20367.84501677772,765.9614336490631,92
23655.85688740984,20367.84501677772,772.0162544250487,93
23451.527225448783,20367.84501677772,777.3450119495392,94
22862.21763901329,20367.84501677772,781.8040971755981,95
23118.027344448285,20367.84501677772,788.0543937683105,96
21427.37212830798,20367.84501677772,793.7461829185486,97
22401.693283259752,20367.84501677772,801.9552862644196,98
30333.148073533084,20367.84501677772,823.5839586257935,99
22437.19669753496,20367.84501677772,829.0274136066437,100
23413.480100590077,20367.84501677772,835.6118547916412,101
24082.982194037842,20367.84501677772,842.1962218284607,102
23416.781821478584,20367.84501677772,851.9701027870178,103
31058.758997671714,20367.84501677772,862.1907911300659,104
23873.50499405168,20367.84501677772,865.7722518444061,105
22021.574787898262,20367.84501677772,871.9148056507111,106
30764.512730623148,20367.84501677772,877.607590675354,107
21116.171179363064,20367.84501677772,884.4622731208801,108
21416.906080859248,20367.84501677772,889.3971192836761,109
27897.75237656132,20367.84501677772,893.097883939743,110
23698.58075248555,20367.84501677772,900.2228453159332,111
21066.07957032191,20367.84501677772,905.8609821796416,112
23779.520765484995,20367.84501677772,910.4906101226808,113
24512.76711235187,20367.84501677772,915.0155181884766,114
21662.289099336784,20367.84501677772,920.2784910202026,115
83841.84671700124,20367.84501677772,928.0147812366486,116
24342.39084920505,20367.84501677772,937.4954447746277,117
23134.54664896099,20367.84501677772,945.0173439979553,118
21614.38586005735,20367.84501677772,951.070169210434,119
26367.365776552513,20367.84501677772,954.8917534351348,120
24010.359876075887,20367.84501677772,964.086182832718,121
19464.406511189027,19464.406511189027,969.0000529289246,122
23105.722951107167,19464.406511189027,972.9864020347596,123
23758.075417835717,19464.406511189027,979.3095543384552,124
25945.67718292691,19464.406511189027,983.9411237239838,125
23159.425556735165,19464.406511189027,990.6511921882628,126
30867.831185363764,19464.406511189027,997.3313419818878,127
34370.65043967581,19464.406511189027,1001.9440507888794,128
23603.76121139163,19464.406511189027,1007.8691804409027,129
27440.53262154352,19464.406511189027,1014.9642190933228,130
30850.745072264428,19464.406511189027,1021.4349291324617,131
21806.46793327992,19464.406511189027,1025.6496996879578,132
22649.342724179638,19464.406511189027,1029.1213867664335,133
22268.204051673514,19464.406511189027,1036.61336684227,134
24786.577388827252,19464.406511189027,1041.4514393806458,135
23111.002522581195,19464.406511189027,1045.8307347297666,136
31739.41879196044,19464.406511189027,1055.5019130706787,137
29545.9647260999,19464.406511189027,1062.6079001426697,138
23120.413495687113,19464.406511189027,1071.4911613464358,139
22316.398814483196,19464.406511189027,1075.3558657169342,140
34082.427528545784,19464.406511189027,1083.5349771976469,141
25250.755861340953,19464.406511189027,1092.9198961257937,142
23567.999890222334,19464.406511189027,1100.2193899154663,143
29526.641099793174,19464.406511189027,1109.4607286453247,144
30352.735952325296,19464.406511189027,1113.1824235916138,145
24384.826820832663,19464.406511189027,1122.1423759460451,146
27013.147272329054,19464.406511189027,1129.1695973873136,147
22315.48123187216,19464.406511189027,1134.6061027050016,148
24664.885330991117,19464.406511189027,1138.3640258312225,149
29829.320298669383,19464.406511189027,1151.5467994213104,150
21814.88783578277,19464.406511189027,1160.2126383781433,151
23672.84972570088,19464.406511189027,1164.979900598526,152
34505.34493272268,19464.406511189027,1168.5992276668546,153
27685.621175685108,19464.406511189027,1175.1616914272306,154
23394.65695214156,19464.406511189027,1179.9838378429413,155
24219.27402255126,19464.406511189027,1186.2660167217255,156
32004.04282251995,19464.406511189027,1189.8314871788025,157
32781.57867486688,19464.406511189027,1195.671881198883,158
21026.073084768734,19464.406511189027,1200.5358815193174,159
21966.475113745306,19464.406511189027,1207.8005034923551,160
21659.28620107669,19464.406511189027,1215.3104000091553,161
20157.49665524125,19464.406511189027,1220.0646963119507,162
21447.738996364944,19464.406511189027,1226.4456422328951,163
21096.299930883702,19464.406511189027,1232.5862331390379,164
22234.46286152003,19464.406511189027,1239.998425245285,165
23223.946165916594,19464.406511189027,1246.3913407325745,166
21592.57772064606,19464.406511189027,1252.488049030304,167
31409.492293806416,19464.406511189027,1272.652163028717,168
22478.791830569357,19464.406511189027,1280.3667695522306,169
22257.934553798925,19464.406511189027,1285.093138217926,170
24248.258049702203,19464.406511189027,1290.6203682422638,171
23775.50769901382,19464.406511189027,1298.6548974514008,172
22846.417955926016,19464.406511189027,1304.2339882850647,173
22783.62824288236,19464.406511189027,1308.5185379981995,174
26130.288513249667,19464.406511189027,1315.6136131286619,175
31083.54404639337,19464.406511189027,1324.0540208816526,176
35369.504500632065,19464.406511189027,1335.3039572238922,177
53704.286401513484,19464.406511189027,1341.964194059372,178
21791.713160389838,19464.406511189027,1347.5382649898531,179
21485.2756208059,19464.406511189027,1353.549200296402,180
26932.93638549871,19464.406511189027,1357.7559037208555,181
33588.23456467193,19464.406511189027,1364.3532721996307,182
23194.40090801765,19464.406511189027,1370.2624807357788,183
29486.166306796298,19464.406511189027,1382.1537041664124,184
21847.676863567907,19464.406511189027,1387.0276789665222,185
25724.523825667315,19464.406511189027,1394.3042342662811,186
23272.995129766532,19464.406511189027,1401.6515996456146,187
20041.36831073121,19464.406511189027,1406.266265630722,188
30072.923901428872,19464.406511189027,1411.5371809005735,189
29812.339990628454,19464.406511189027,1420.1062808036804,190
30731.710626263837,19464.406511189027,1428.968598127365,191
22390.96205176309,19464.406511189027,1434.4100940227509,192
22976.91467477088,19464.406511189027,1440.7716937065125,193
22965.780736552,19464.406511189027,1445.832175731659,194
22856.880068590362,19464.406511189027,1453.614342212677,195
29001.268138258853,19464.406511189027,1460.9377715587616,196
24557.976132900378,19464.406511189027,1465.034696340561,197
22073.208556611797,19464.406511189027,1470.3857944011688,198
21926.724288359088,19464.406511189027,1476.5413708686829,199
21773.340866254195,19464.406511189027,1482.7956323623655,200
