,loss,best_loss,timepoint,iteration
0,34134.83819523821,34134.83819523821,7.972911357879639,1
1,58307.82710992893,34134.83819523821,13.9778733253479,2
2,25567.890992705863,25567.890992705863,16.799063682556152,3
3,26880.885547998238,25567.890992705863,21.87087464332581,4
4,24154.495867073856,24154.495867073856,26.20337700843811,5
5,40135.617872458635,24154.495867073856,38.2174870967865,6
6,32676.17162355973,24154.495867073856,48.086591482162476,7
7,30511.84081314628,24154.495867073856,52.09323596954346,8
8,23442.10862400755,23442.10862400755,56.3183159828186,9
9,28637.0441887064,23442.10862400755,61.58796310424805,10
10,31346.94985529873,23442.10862400755,64.96127867698671,11
11,32514.285617958598,23442.10862400755,71.27352499961853,12
12,26257.5579560281,23442.10862400755,76.72238659858705,13
13,26169.57384705033,23442.10862400755,81.12063503265381,14
14,30551.805595837646,23442.10862400755,85.02921295166016,15
15,30911.808041941465,23442.10862400755,90.762633562088,16
16,29307.69481970064,23442.10862400755,94.89633417129515,17
17,31378.826737321666,23442.10862400755,103.61061954498292,18
18,25699.67844550561,23442.10862400755,110.37172675132751,19
19,24156.70778425919,23442.10862400755,114.4246928691864,20
20,35884.71713141044,23442.10862400755,123.69712972640993,21
21,33825.85146412758,23442.10862400755,127.54448509216309,22
22,31137.54361667645,23442.10862400755,133.21469473838806,23
23,24440.954016814478,23442.10862400755,137.43425917625427,24
24,29557.722828355116,23442.10862400755,145.60595870018003,25
25,28689.85759185245,23442.10862400755,151.02918314933774,26
26,71710.5640831023,23442.10862400755,161.74452853202817,27
27,39432.03122743817,23442.10862400755,171.73467898368838,28
28,26110.275926292245,23442.10862400755,176.45232605934143,29
29,26167.817727416576,23442.10862400755,179.97152471542358,30
30,28157.427542940848,23442.10862400755,188.2961003780365,31
31,32108.102451034752,23442.10862400755,192.4182498455048,32
32,29322.618243063145,23442.10862400755,202.22135972976685,33
33,26772.88809245881,23442.10862400755,206.39249396324158,34
34,26141.28516507802,23442.10862400755,211.18552994728088,35
35,30071.899242430547,23442.10862400755,219.0397090911865,36
36,32217.22647972655,23442.10862400755,224.6588268280029,37
37,32889.40112475074,23442.10862400755,230.32490372657776,38
38,42453.380511227835,23442.10862400755,236.37391996383667,39
39,28930.314889816356,23442.10862400755,241.07807683944702,40
40,30752.29363983468,23442.10862400755,248.38788628578186,41
41,28031.143395161384,23442.10862400755,251.92203307151797,42
42,28344.770049282262,23442.10862400755,256.1149899959564,43
43,27169.707545876274,23442.10862400755,261.6783549785614,44
44,31475.825923077187,23442.10862400755,268.06693005561834,45
45,68152.21757323103,23442.10862400755,273.3499002456665,46
46,27654.341872257242,23442.10862400755,279.2241370677948,47
47,31599.171658527786,23442.10862400755,286.36035585403437,48
48,32431.790146436302,23442.10862400755,291.8341281414032,49
49,28350.854930634243,23442.10862400755,295.1168630123138,50
50,33157.10732840433,23442.10862400755,299.43112063407904,51
51,23820.476761697402,23442.10862400755,303.43400430679316,52
52,24270.83030128539,23442.10862400755,307.74854540824884,53
53,35197.91174123258,23442.10862400755,313.1238048076629,54
54,25693.984836484058,23442.10862400755,319.61487793922424,55
55,35399.235085426095,23442.10862400755,322.6069848537445,56
56,30132.42588659541,23442.10862400755,327.5944149494171,57
57,31535.648502263834,23442.10862400755,332.27257633209234,58
58,30001.9727427998,23442.10862400755,338.5793197154999,59
59,27433.24254689865,23442.10862400755,342.9841508865356,60
