,loss,best_loss,timepoint,iteration
0,32110.25461316372,32110.25461316372,9.478068828582764,1
1,29656.55516712254,29656.55516712254,14.980559825897215,2
2,27789.786632689462,27789.786632689462,22.422409772872925,3
3,28110.89419330034,27789.786632689462,27.763256549835205,4
4,31452.609911354888,27789.786632689462,34.24879026412964,5
5,32845.79620465255,27789.786632689462,39.179237842559814,6
6,27482.609305322207,27482.609305322207,45.82544922828674,7
7,29438.982503102987,27482.609305322207,55.67078971862793,8
8,29373.22670406648,27482.609305322207,64.94620776176454,9
9,25030.140608293856,25030.140608293856,69.31355977058409,10
10,28655.95212228541,25030.140608293856,75.30120515823364,11
11,27322.989697910933,25030.140608293856,80.07331705093385,12
12,28382.86774195945,25030.140608293856,85.34886956214905,13
13,29187.249679046745,25030.140608293856,90.9892876148224,14
14,36912.52793446167,25030.140608293856,94.9581377506256,15
15,27293.98002634957,25030.140608293856,103.13932323455809,16
16,33043.718486760685,25030.140608293856,108.41889786720276,17
17,27452.42643364689,25030.140608293856,115.26390552520752,18
18,32952.854676870564,25030.140608293856,119.97928810119629,19
19,28234.69530424997,25030.140608293856,125.92077898979187,20
20,27519.096479195414,25030.140608293856,129.14584922790527,21
21,23634.737592470363,23634.737592470363,134.37360429763794,22
22,23832.085329437832,23634.737592470363,138.57019448280334,23
23,26131.46731681084,23634.737592470363,141.19142818450928,24
24,26705.04699970497,23634.737592470363,144.06676530838013,25
25,24347.48028877973,23634.737592470363,147.43642020225525,26
26,22421.281178142206,22421.281178142206,152.80324125289914,27
27,22134.674583069325,22134.674583069325,157.51706933975217,28
28,24547.974719958896,22134.674583069325,160.4758954048157,29
29,23270.115008029465,22134.674583069325,164.15812397003177,30
30,32223.758639954154,22134.674583069325,169.16842150688169,31
31,25429.933275831143,22134.674583069325,174.1869022846222,32
32,29084.800062110295,22134.674583069325,179.8589677810669,33
33,20990.741231987642,20990.741231987642,183.7455220222473,34
34,22959.525352302946,20990.741231987642,186.7660131454468,35
35,30506.652961907694,20990.741231987642,191.85143804550168,36
36,23346.31381313865,20990.741231987642,194.93030643463132,37
37,36325.69716595231,20990.741231987642,198.35030245780945,38
38,28406.99835549041,20990.741231987642,203.8408687114716,39
39,26284.79499868892,20990.741231987642,208.14417505264282,40
40,22640.99741014303,20990.741231987642,212.54085159301758,41
41,28258.303508406992,20990.741231987642,220.344176530838,42
42,30254.811937652445,20990.741231987642,225.18911790847775,43
43,26762.283619424994,20990.741231987642,231.94454145431519,44
44,28211.776115800694,20990.741231987642,237.37534165382385,45
45,28860.328192851928,20990.741231987642,243.00317525863647,46
46,28716.37568220629,20990.741231987642,246.92501401901245,47
47,28097.974178342207,20990.741231987642,255.9383327960968,48
48,30615.22220840241,20990.741231987642,261.08429718017584,49
49,30759.712896340112,20990.741231987642,266.3159213066101,50
50,23967.276890859066,20990.741231987642,270.76542520523066,51
51,28114.74743543713,20990.741231987642,279.56209230422974,52
52,32820.76944618803,20990.741231987642,284.7969620227814,53
53,26846.047379214346,20990.741231987642,289.342789888382,54
54,28329.73853274165,20990.741231987642,294.28523826599115,55
55,33876.96190760639,20990.741231987642,298.299996137619,56
56,24426.622730125,20990.741231987642,303.34488606452936,57
57,28219.22846252204,20990.741231987642,309.2719826698303,58
58,29525.633048161704,20990.741231987642,320.0216736793518,59
59,30890.147567666056,20990.741231987642,324.68123888969416,60
60,23834.229340070797,20990.741231987642,327.68060278892517,61
61,33961.638596438395,20990.741231987642,332.8491559028625,62
62,30114.32764141397,20990.741231987642,337.84006857872015,63
63,23556.78121430426,20990.741231987642,347.60737228393555,64
64,27026.56584983645,20990.741231987642,353.88380908966064,65
65,23513.018491892042,20990.741231987642,359.03507924079895,66
66,22680.428298541403,20990.741231987642,363.7826824188232,67
67,24353.542695051856,20990.741231987642,366.2575526237488,68
68,26021.78527513944,20990.741231987642,371.3499054908752,69
69,22517.195850551783,20990.741231987642,374.98115372657776,70
70,22837.398383469463,20990.741231987642,379.1003351211548,71
71,26209.663193510147,20990.741231987642,383.99300742149353,72
72,22276.538217077003,20990.741231987642,387.4976704120636,73
73,27745.93622548856,20990.741231987642,392.1285893917084,74
74,24836.438272780033,20990.741231987642,395.01221895217896,75
75,20865.6718790534,20865.6718790534,398.8949801921845,76
76,22003.75908821008,20865.6718790534,402.7203106880188,77
77,27069.406771081107,20865.6718790534,408.4039621353149,78
78,26877.20133709055,20865.6718790534,414.3128297328949,79
79,22451.39245127312,20865.6718790534,418.4246861934662,80
