loss,best_loss,timepoint,iteration
25579.711205660664,25579.711205660664,4.1378557682037345,1
27561.42557109688,25579.711205660664,8.320655584335327,2
67054.11861720233,25579.711205660664,18.654093742370605,3
34013.263541671324,25579.711205660664,24.08049869537353,4
37112.898001850335,25579.711205660664,34.13287973403931,5
33927.03617055009,25579.711205660664,39.730950832366936,6
28856.948272125832,25579.711205660664,45.078115940094,7
31872.71710125721,25579.711205660664,71.73576593399049,8
32518.60686912704,25579.711205660664,81.03159451484679,9
29666.14020818142,25579.711205660664,90.65831398963928,10
28439.88572892543,25579.711205660664,94.80991840362549,11
32672.837792322887,25579.711205660664,99.3869378566742,12
30024.08922953088,25579.711205660664,104.36113810539246,13
27713.809645907582,25579.711205660664,108.86280655860901,14
32564.64237683353,25579.711205660664,115.05359601974487,15
31688.530676252518,25579.711205660664,118.62805676460266,16
25373.16626993534,25373.16626993534,123.57481598854065,17
24995.905659895998,24995.905659895998,128.09573316574094,18
30653.02487993746,24995.905659895998,131.73033952713013,19
27955.651501218454,24995.905659895998,136.9057936668396,20
31611.18161998145,24995.905659895998,141.9024612903595,21
28994.79946519127,24995.905659895998,147.9279787540436,22
43768.057016593084,24995.905659895998,150.8118953704834,23
27940.41238464044,24995.905659895998,157.09964799880981,24
31494.98916145103,24995.905659895998,161.95996260643003,25
31394.74585422453,24995.905659895998,166.22110271453855,26
30602.92094539393,24995.905659895998,172.7913639545441,27
33497.510540437506,24995.905659895998,175.8558304309845,28
28605.61673456831,24995.905659895998,179.63706350326538,29
28092.1337165238,24995.905659895998,187.39495396614075,30
29483.616173353967,24995.905659895998,193.8546316623688,31
28343.03690792088,24995.905659895998,198.9040679931641,32
27763.14134088255,24995.905659895998,204.2237617969513,33
25168.391585702284,24995.905659895998,209.09253907203674,34
26749.220461653906,24995.905659895998,213.2558627128601,35
29421.49404372188,24995.905659895998,220.9969041347504,36
23363.03285284371,23363.03285284371,224.58446192741397,37
25437.87938080494,23363.03285284371,229.1696670055389,38
31104.55665540023,23363.03285284371,236.5895817279816,39
25371.469869763598,23363.03285284371,241.3070785999298,40
31301.642618037404,23363.03285284371,248.62340903282168,41
28865.52237609796,23363.03285284371,253.9957764148712,42
22677.2611192821,22677.2611192821,257.42091035842896,43
32279.04025760755,22677.2611192821,264.5587401390076,44
25271.584699037103,22677.2611192821,271.332056760788,45
23209.5790811018,22677.2611192821,275.38396000862116,46
29129.173619597364,22677.2611192821,283.54437303543085,47
28695.086007564318,22677.2611192821,287.695778131485,48
46377.50418309445,22677.2611192821,292.87601041793823,49
29443.348644062717,22677.2611192821,303.91130828857416,50
25938.18415067932,22677.2611192821,312.99572181701666,51
21759.45984160616,21759.45984160616,317.0130434036255,52
28018.31383276771,21759.45984160616,320.6813702583313,53
30722.978237325835,21759.45984160616,324.98019671440125,54
30675.18451939804,21759.45984160616,328.74288296699524,55
20333.930521456197,20333.930521456197,333.0917763710022,56
